,D_DATE,Ticker,Cena / Wartość księgowa,Cena / Wartość księgowa Grahama,Cena / Przychody ze sprzedaży,Cena / Zysk,Cena / Zysk operacyjny,EV / Przychody ze sprzedaży,EV / EBIT,EV / EBITDA,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji,Zadłużenie ogólne,Zadłużenie kapitału własnego,Zastosowanie kapitału obcego,Wskaźnik ogólnej sytuacji finansowej,I stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Pokrycie zobowiązań należnościami
59,2022-05-25,CCC,-6.29,,-20.28,,-35.1,-24.24,-10.95,-11.96,-20.22,14.17,-3.27,-4.42,2.19,-6.74,12.35,-10.83,33.13,-52.52,-1.17,-3.41,-1.35,-0.56,6.56,-36.2,-10.4,-2.16,3.56
60,2022-10-25,CCC,-15.45,,-21.06,,-19.48,-19.04,-19.29,-17.43,74.31,-0.78,-2.51,-7.87,5.17,2.48,-0.06,14.85,22.03,367.36,4.17,-7.99,-0.78,1.9,-5.25,-6.97,-17.76,-1.73,-9.93
61,2022-12-01,CCC,-8.28,,-12.03,,,-1.3,-30.09,7.12,-30.92,-21.01,,-22.01,-14.95,-25.86,-0.79,,-20.28,-21.25,-3.13,-5.42,-2.66,-1.02,7.37,35.67,-11.51,-3.85,6.25
62,2023-06-14,CCC,7.86,,14.22,,,10.47,3.64,15.92,19.28,13.83,0.95,-1.8,2.34,34.2,0.1,1.72,207.36,9.57,-8.68,-19.82,-5.06,5.58,10.57,-10.65,-12.48,6.57,13.88
63,2023-10-11,CCC,52.88,,-23.4,,,-5.76,-13.47,-7.9,-22.48,6.57,-11.59,-2.74,-12.11,0.76,-11.11,-4.37,-13.6,-17.14,-1.52,-3.77,-2.74,1.81,6.64,10.19,-5.06,2.55,3.09
64,2023-11-29,CCC,-13.86,,-4.08,,,3.17,75.81,-0.98,-15.03,-31.78,-5.44,-13.17,-19.85,-38.06,-2.56,-21.71,23.15,-8.77,-0.73,21.33,-2.81,2.9,2.96,7.04,13.85,-1.57,12.5
65,2024-06-12,CCC,-9.76,,-7.16,,-12.29,0.59,-0.21,-12.95,19.12,104.96,-3.28,13.06,-2.23,19.52,0.76,9.32,8.05,12.64,-4.4,-27.0,0.71,4.89,10.95,-55.52,-27.21,2.29,-0.31
66,2015-05-15,CDL,24.06,1.66,2.41,50.32,29.52,7.6,54.3,26.6,-11.44,-33.8,-12.73,-6.04,-5.44,-4.09,,-23.0,-31.91,24.95,8.27,31.69,-1.08,2.07,-1.76,-43.62,-12.9,-8.68,-14.28
67,2015-08-14,CDL,-4.44,24.28,1.06,-12.71,17.38,-13.12,-11.45,-3.84,14.26,32.76,-3.79,-7.46,-4.07,-7.0,,9.13,24.45,-17.52,-2.57,-11.56,2.21,-2.3,-4.66,51.68,15.6,5.03,10.34
68,2015-11-13,CDL,-4.01,1.05,22.7,0.86,33.07,58.79,39.43,6.38,-6.69,-18.73,-21.16,-24.03,-17.58,-20.94,,-10.21,-48.39,10.36,1.47,-2.12,-0.79,0.74,6.78,-38.11,4.86,-3.87,3.6
69,2016-05-13,CDL,5.6,-15.75,-9.45,-1.23,0.77,-8.16,-2.88,-7.34,-1.53,-10.28,3.78,11.75,-29.66,4.37,,5.3,72.19,-3.67,9.95,15.26,5.4,-2.62,-10.59,-28.07,5.54,4.01,36.02
70,2016-08-12,CDL,29.42,18.44,8.98,11.87,34.38,14.79,27.14,18.07,0.0,-12.37,2.97,-0.47,9.33,3.51,,-2.49,-18.52,-4.61,0.77,-3.65,-1.8,2.18,1.79,24.94,-10.99,-6.99,-25.3
71,2016-11-14,CDL,-8.53,-13.14,1.25,7.85,-14.3,13.58,5.26,4.48,-27.01,2.15,21.63,1.74,8.36,13.95,,4.31,-49.39,-24.6,0.12,12.87,2.81,-2.96,0.68,19.92,1.72,1.55,-17.73
72,2017-05-15,CDL,-10.97,57.37,6.11,5.4,4.59,7.38,28.46,15.71,-12.05,-36.92,-16.13,-0.68,3.62,-24.95,,-30.36,-3.55,8.3,-0.61,-2.36,5.97,-4.09,-0.82,-62.25,-0.81,-6.17,4.5
73,2017-08-11,CDL,43.09,3.28,60.7,12.5,41.15,18.05,1.0,4.43,-30.99,17.71,29.67,11.38,8.73,15.53,,7.86,61.35,26.09,-1.2,-5.65,-1.77,7.17,0.94,31.34,-1.34,2.06,-13.64
74,2017-11-15,CDL,-4.67,-26.43,-18.5,-12.8,-17.37,3.28,-9.09,-12.71,38.42,40.0,25.0,22.29,22.25,4.95,,2.14,11.14,12.15,11.08,31.9,-2.73,-3.11,2.19,7.21,-14.4,-2.77,7.83
75,2018-05-15,CDL,16.43,7.45,21.2,21.76,-0.52,14.81,1.32,21.81,37.41,34.67,3.79,18.69,-22.32,13.43,,9.69,-1.24,14.51,4.37,9.23,7.3,0.71,1.56,-45.34,-18.97,-0.62,-8.48
76,2018-08-13,CDL,-19.29,2.05,-27.02,-28.84,-27.91,-32.15,-26.95,-29.93,16.59,5.63,16.78,12.27,24.47,7.57,,26.22,-33.02,7.94,-1.92,-0.44,-3.6,5.55,-5.57,44.43,4.6,-8.07,-12.29
77,2018-11-15,CDL,-18.01,-8.51,-24.81,-11.68,-0.95,-19.38,-23.03,5.67,-19.02,-15.45,-2.84,-7.47,-4.58,-22.32,,-6.89,54.46,-26.12,14.63,30.93,7.69,-1.3,1.17,-36.0,-18.98,-6.59,-20.45
78,2019-05-30,CDL,45.82,,27.38,86.86,23.24,83.13,81.63,37.53,13.93,52.6,-7.13,3.97,-15.43,18.78,,7.92,4.62,0.27,34.57,92.11,49.13,-11.3,-40.75,-58.22,-29.88,-25.57,-11.97
79,2019-08-30,CDL,-11.0,,-4.1,-31.84,16.65,2.11,-2.89,-26.36,24.56,-10.21,-16.67,6.94,-17.58,-17.91,,-17.13,-34.64,-7.59,0.09,-0.81,-0.34,-2.15,-10.24,13.22,8.92,-2.19,0.9
80,2019-11-29,CDL,-33.09,,-38.38,1.87,-26.32,-15.2,-16.2,7.78,-17.15,-12.32,0.45,-3.9,5.6,-14.73,,0.92,-14.71,22.59,1.16,9.49,1.4,0.13,-3.01,14.45,-7.76,1.78,-16.66
81,2020-07-27,CDL,-37.86,,-39.86,,-31.46,-6.43,3.0,-27.81,-47.01,-43.75,-11.49,-35.37,-10.9,-11.46,,-12.77,-7.77,17.28,3.75,7.28,-2.21,-1.26,2.72,-48.24,-15.53,-4.06,-7.17
82,2020-08-28,CDL,21.3,,32.15,,72.2,-3.12,-26.2,29.81,-83.58,-76.44,-15.87,-91.98,-1.49,-65.83,,-35.08,-76.31,-19.25,-2.11,-2.79,-3.22,-0.76,4.54,139.88,40.15,8.76,25.61
83,2020-11-27,CDL,-11.5,,0.64,,-0.34,-8.94,13.85,1.17,317.17,166.04,15.43,947.06,34.55,125.26,,40.46,171.57,9.26,-3.6,-12.61,-3.89,1.4,-2.12,-0.13,-7.75,-5.67,3.41
84,2021-05-31,CDL,30.48,,48.5,,,35.76,36.28,16.07,-0.3,48.23,32.05,317.5,39.61,110.67,,29.54,201.62,5.16,-5.41,-16.06,-2.36,8.48,1.78,-38.04,-12.81,-1.1,14.75
85,2021-08-27,CDL,25.33,,34.5,,25.49,-3.3,33.63,23.05,53.26,54.68,48.74,47.9,0.4,23.07,,32.97,-61.1,-29.07,-0.99,0.81,-1.7,-7.26,4.35,97.06,23.5,13.57,4.62
86,2021-11-19,CDL,-12.5,,10.88,,-9.63,1.79,32.56,-21.7,25.89,33.37,11.23,-0.4,3.95,1.73,,3.19,337.39,169.98,-0.34,3.07,-2.99,1.89,10.62,-19.5,-2.49,3.42,-13.29
87,2022-05-20,CDL,-6.29,,-20.28,14.43,-35.1,-24.24,-10.95,-11.96,-20.22,14.17,-3.27,-4.42,2.19,-6.74,,-10.83,33.13,-52.52,-1.17,-3.41,-1.35,-0.56,6.56,-36.2,-10.4,-2.16,3.56
88,2022-08-26,CDL,-15.45,,-21.06,-10.66,-19.48,-19.04,-19.29,-17.43,74.31,-0.78,-2.51,-7.87,5.17,2.48,,14.85,22.03,367.36,4.17,-7.99,-0.78,1.9,-5.25,-6.97,-17.76,-1.73,-9.93
89,2022-11-18,CDL,-8.28,,-12.03,19.83,-7.29,-1.3,-30.09,7.12,-30.92,-21.01,-18.68,-22.01,-14.95,-25.86,,-3.93,-20.28,-21.25,-3.13,-5.42,-2.66,-1.02,7.37,35.67,-11.51,-3.85,6.25
90,2023-05-30,CDL,7.86,,14.22,-7.25,10.76,10.47,3.64,15.92,19.28,13.83,0.95,-1.8,2.34,34.2,,1.72,207.36,9.57,-8.68,-19.82,-5.06,5.58,10.57,-10.65,-12.48,6.57,13.88
91,2023-10-02,CDL,52.88,,-23.4,,,-5.76,-13.47,-7.9,-22.48,6.57,-11.59,-2.74,-12.11,0.76,,-4.37,-13.6,,-1.52,-3.77,-2.74,1.81,6.64,10.19,-5.06,2.55,3.09
92,2023-11-17,CDL,-13.86,,-4.08,,,3.17,75.81,-0.98,-15.03,-31.78,-5.44,-13.17,-19.85,-38.06,,-21.71,23.15,,-0.73,21.33,-2.81,2.9,2.96,7.04,13.85,-1.57,12.5
93,2024-05-17,CDL,-9.76,26.41,-7.16,,-12.29,0.59,-0.21,-12.95,19.12,104.96,-3.28,13.06,-2.23,19.52,,9.32,8.05,12.64,-4.4,-27.0,0.71,4.89,10.95,-55.52,-27.21,2.29,-0.31
94,2015-11-16,EAH,-4.01,1.05,22.7,0.86,33.07,58.79,39.43,6.38,-6.69,-18.73,-21.16,-24.03,-17.58,-20.94,3.71,-10.21,-48.39,10.36,1.47,-2.12,-0.79,0.74,6.78,-38.11,4.86,-3.87,3.6
95,2016-05-16,EAH,5.6,-15.75,-9.45,,,-8.16,-2.88,-7.34,-1.53,-10.28,3.78,11.75,-29.66,4.37,8.04,5.3,72.19,-3.67,9.95,15.26,5.4,-2.62,-10.59,-28.07,5.54,4.01,36.02
96,2016-09-29,EAH,29.42,18.44,8.98,,,14.79,27.14,18.07,0.0,-12.37,2.97,-0.47,9.33,3.51,2.48,-2.49,-18.52,-4.61,0.77,-3.65,-1.8,2.18,1.79,24.94,-10.99,-6.99,-25.3
97,2016-11-23,EAH,-8.53,-13.14,1.25,,,13.58,5.26,4.48,-27.01,2.15,21.63,1.74,8.36,13.95,-1.18,4.31,-49.39,-24.6,0.12,12.87,2.81,-2.96,0.68,19.92,1.72,1.55,-17.73
98,2017-05-30,EAH,-10.97,57.37,6.11,,,7.38,28.46,15.71,-12.05,-36.92,-16.13,-0.68,3.62,-24.95,-0.41,-30.36,-3.55,8.3,-0.61,-2.36,5.97,-4.09,-0.82,-62.25,-0.81,-6.17,4.5
99,2017-09-27,EAH,43.09,3.28,60.7,,,18.05,1.0,4.43,-30.99,17.71,29.67,11.38,8.73,15.53,3.73,7.86,61.35,26.09,-1.2,-5.65,-1.77,7.17,0.94,31.34,-1.34,2.06,-13.64
100,2017-11-29,EAH,-4.67,-26.43,-18.5,,-17.37,3.28,-9.09,-12.71,38.42,40.0,25.0,22.29,22.25,4.95,0.38,2.14,11.14,12.15,11.08,31.9,-2.73,-3.11,2.19,7.21,-14.4,-2.77,7.83
101,2018-05-24,EAH,16.43,7.45,21.2,21.76,-0.52,14.81,1.32,21.81,37.41,34.67,3.79,18.69,-22.32,13.43,18.3,9.69,-1.24,14.51,4.37,9.23,7.3,0.71,1.56,-45.34,-18.97,-0.62,-8.48
102,2018-09-11,EAH,-19.29,2.05,-27.02,-28.84,-27.91,-32.15,-26.95,-29.93,16.59,5.63,16.78,12.27,24.47,7.57,1.04,26.22,-33.02,7.94,-1.92,-0.44,-3.6,5.55,-5.57,44.43,4.6,-8.07,-12.29
103,2018-11-27,EAH,-18.01,-8.51,-24.81,-11.68,-0.95,-19.38,-23.03,5.67,-19.02,-15.45,-2.84,-7.47,-4.58,-22.32,-1.76,-6.89,54.46,-26.12,14.63,30.93,7.69,-1.3,1.17,-36.0,-18.98,-6.59,-20.45
104,2019-05-30,EAH,45.82,,27.38,86.86,23.24,83.13,81.63,37.53,13.93,52.6,-7.13,3.97,-15.43,18.78,6.67,7.92,4.62,0.27,34.57,92.11,49.13,-11.3,-40.75,-58.22,-29.88,-25.57,-11.97
105,2019-09-25,EAH,-11.0,,-4.1,-31.84,16.65,2.11,-2.89,-26.36,24.56,-10.21,-16.67,6.94,-17.58,-17.91,-1.12,-17.13,-34.64,-7.59,0.09,-0.81,-0.34,-2.15,-10.24,13.22,8.92,-2.19,0.9
106,2019-11-20,EAH,-33.09,,-38.38,1.87,-26.32,-15.2,-16.2,7.78,-17.15,-12.32,0.45,-3.9,5.6,-14.73,-0.28,0.92,-14.71,22.59,1.16,9.49,1.4,0.13,-3.01,14.45,-7.76,1.78,-16.66
107,2020-07-29,EAH,-37.86,,-39.86,-37.65,-31.46,-6.43,3.0,-27.81,-47.01,-43.75,-11.49,-35.37,-10.9,-11.46,6.19,-12.77,-7.77,17.28,3.75,7.28,-2.21,-1.26,2.72,-48.24,-15.53,-4.06,-7.17
108,2020-09-23,EAH,21.3,,32.15,61.63,72.2,-3.12,-26.2,29.81,-83.58,-76.44,-15.87,-91.98,-1.49,-65.83,-0.08,-35.08,-76.31,-19.25,-2.11,-2.79,-3.22,-0.76,4.54,139.88,40.15,8.76,25.61
109,2020-11-25,EAH,-11.5,,0.64,40.63,-0.34,-8.94,13.85,1.17,317.17,166.04,15.43,947.06,34.55,125.26,-1.57,40.46,171.57,9.26,-3.6,-12.61,-3.89,1.4,-2.12,-0.13,-7.75,-5.67,3.41
110,2021-05-26,EAH,30.48,,48.5,17.27,68.6,35.76,36.28,16.07,-0.3,48.23,32.05,317.5,39.61,110.67,3.5,29.54,201.62,5.16,-5.41,-16.06,-2.36,8.48,1.78,-38.04,-12.81,-1.1,14.75
111,2021-09-28,EAH,25.33,,34.5,-51.41,25.49,-3.3,33.63,23.05,53.26,54.68,48.74,47.9,0.4,23.07,2.48,32.97,-61.1,-29.07,-0.99,0.81,-1.7,-7.26,4.35,97.06,23.5,13.57,4.62
112,2021-11-24,EAH,-12.5,,10.88,117.23,-9.63,1.79,32.56,-21.7,25.89,33.37,11.23,-0.4,3.95,1.73,3.58,3.19,337.39,169.98,-0.34,3.07,-2.99,1.89,10.62,-19.5,-2.49,3.42,-13.29
113,2022-05-27,EAH,-6.29,,-20.28,14.43,-35.1,-24.24,-10.95,-11.96,-20.22,14.17,-3.27,-4.42,2.19,-6.74,12.35,-10.83,33.13,-52.52,-1.17,-3.41,-1.35,-0.56,6.56,-36.2,-10.4,-2.16,3.56
114,2022-09-28,EAH,-15.45,,-21.06,-10.66,-19.48,-19.04,-19.29,-17.43,74.31,-0.78,-2.51,-7.87,5.17,2.48,-0.06,14.85,22.03,367.36,4.17,-7.99,-0.78,1.9,-5.25,-6.97,-17.76,-1.73,-9.93
115,2022-11-28,EAH,-8.28,,-12.03,19.83,-7.29,-1.3,-30.09,7.12,-30.92,-21.01,-18.68,-22.01,-14.95,-25.86,-0.79,-3.93,-20.28,-21.25,-3.13,-5.42,-2.66,-1.02,7.37,35.67,-11.51,-3.85,6.25
116,2023-05-26,EAH,7.86,,14.22,-7.25,10.76,10.47,3.64,15.92,19.28,13.83,0.95,-1.8,2.34,34.2,0.1,1.72,207.36,9.57,-8.68,-19.82,-5.06,5.58,10.57,-10.65,-12.48,6.57,13.88
117,2023-09-28,EAH,52.88,,-23.4,18.81,9.26,-5.76,-13.47,-7.9,-22.48,6.57,-11.59,-2.74,-12.11,0.76,-11.11,-4.37,-13.6,-17.14,-1.52,-3.77,-2.74,1.81,6.64,10.19,-5.06,2.55,3.09
118,2023-11-28,EAH,-13.86,,-4.08,103.97,68.98,3.17,75.81,-0.98,-15.03,-31.78,-5.44,-13.17,-19.85,-38.06,-2.56,-21.71,23.15,-8.77,-0.73,21.33,-2.81,2.9,2.96,7.04,13.85,-1.57,12.5
119,2024-05-27,EAH,-9.76,,-7.16,2.68,-12.29,0.59,-0.21,-12.95,19.12,104.96,-3.28,13.06,-2.23,19.52,0.76,9.32,8.05,12.64,-4.4,-27.0,0.71,4.89,10.95,-55.52,-27.21,2.29,-0.31
120,2010-11-15,HRP,,,,,,,,,-35.16,-34.13,-54.23,-37.62,-51.9,-8.52,-7.97,-51.24,2.5,,-1.2,5.78,-5.06,-9.75,-1.28,59.16,17.02,17.95,-3.5
121,2011-05-13,HRP,43.55,,-52.5,-63.48,59.53,-54.28,122.81,-65.66,-19.59,22.83,-17.78,-55.87,7.5,-59.82,-10.0,41.54,-412.12,-45.06,-1.49,123.89,43.6,-1.24,-25.65,13.06,7.2,-0.26,-6.72
122,2011-08-31,HRP,-2.45,,17.94,,12.68,19.88,14.53,15.93,-75.46,-75.78,-27.98,-1.28,-44.91,-17.76,-6.64,-49.13,75.97,122.93,1.58,-64.51,-6.18,-5.12,12.05,966.1,-10.84,-10.32,-3.43
123,2011-11-14,HRP,-48.73,,-27.4,,-46.72,-33.05,-54.51,-43.92,56.05,113.37,21.29,29.06,-3.92,76.14,-0.8,9.19,-28.91,3.92,-10.03,-21.51,1.4,5.23,1.83,-22.28,0.41,-0.73,6.15
124,2012-05-15,HRP,21.91,,-19.68,,-61.28,-18.83,-25.24,-12.47,-342.38,-202.04,-59.62,-656.14,-47.36,-187.5,2.22,-60.26,-86.08,4.52,-1.74,-28.07,34.79,9.82,-23.6,256.72,-27.96,-25.53,6.02
125,2012-08-31,HRP,-21.52,,-20.91,-5.75,14.69,-27.55,235.63,-24.36,137.72,310.0,338.23,244.16,271.0,813.64,10.2,51.63,233.53,-24.25,1.74,8.06,2.85,1.69,-14.0,-46.0,-6.9,-1.2,0.31
126,2012-11-14,HRP,-10.98,,-27.68,-8.97,-8.08,-27.28,10.94,0.73,-80.21,-91.9,-4.49,-53.17,-2.34,-11.1,-6.89,-10.34,-51.17,-10.38,-18.62,-12.27,-31.78,-3.61,22.22,7.04,-3.0,29.62,-29.16
127,2013-05-15,HRP,0.76,,3.3,29.49,-18.06,-24.36,-133.24,-14.49,-135.61,-139.59,-137.27,-233.72,-169.64,-183.92,-3.66,-110.66,-16.33,5.21,23.12,35.41,41.13,13.26,-0.92,-64.52,13.47,-16.27,-9.94
128,2013-08-30,HRP,-20.25,,-22.7,39.31,87.27,-17.8,372.48,5.8,290.83,199.35,272.77,52.73,286.97,116.71,-0.54,646.05,-29.26,50.21,0.84,0.42,-18.63,1.99,15.91,8.68,1.85,12.97,17.03
129,2013-11-14,HRP,5.29,,8.17,-37.2,-32.63,3.3,11.17,50.05,-57.42,-56.86,12.14,83.6,15.46,341.46,-2.18,-6.99,64.38,3.25,-5.04,-1.81,-1.57,0.2,0.93,1.94,-14.25,11.71,17.92
130,2014-05-15,HRP,19.47,,-12.57,15.28,15.21,-6.87,0.14,14.04,-20.25,-8.82,1.61,-4.5,4.72,-2.54,4.55,18.28,-3.29,-22.16,16.09,-1.54,3.6,-0.63,9.89,-24.47,50.67,-7.46,7.5
131,2014-08-29,HRP,-15.81,,34.8,1.54,17.39,14.86,52.43,27.39,111.11,67.4,-9.89,6.84,-7.43,-12.19,-5.57,0.37,59.52,2.5,-1.7,6.3,-6.66,-3.46,-1.45,64.63,-4.11,7.25,5.58
132,2014-11-14,HRP,1.71,,-18.1,-13.74,-3.64,-15.58,-3.08,-6.91,5.56,4.62,-15.09,-30.46,-7.59,-15.86,-7.24,4.08,-62.89,32.7,16.49,13.56,36.24,7.66,0.45,-56.36,5.82,-17.02,-18.1
133,2015-05-15,HRP,17.6,,11.29,12.22,27.49,15.98,7.07,16.06,-73.0,-59.39,-25.15,-19.23,-20.7,-43.76,-8.39,-43.23,-65.32,18.01,-0.28,20.37,7.54,22.4,1.76,-25.12,-14.52,-18.59,8.97
134,2015-08-31,HRP,17.77,,28.38,-29.1,-21.3,25.78,-38.47,-13.82,-348.68,-345.28,-66.6,-180.42,-60.85,-72.36,10.91,-56.87,142.66,-25.66,-9.77,-40.68,20.75,-4.83,-4.23,54.96,9.45,15.86,-2.42
135,2015-11-13,HRP,-6.09,,4.08,28.63,47.41,10.1,3.01,0.75,114.81,111.54,-1.17,111.84,83.57,31.58,-7.16,23.01,-13.78,-4.22,8.4,12.35,-21.34,5.0,2.55,-25.29,27.51,0.28,14.95
136,2016-05-13,HRP,-27.6,,-17.55,,-14.81,-31.58,42.34,-12.69,-45.21,-54.6,-314.71,58.28,132.58,-21.99,-17.87,-77.36,-61.38,2.45,9.95,20.56,41.0,3.56,-7.75,-1.66,-19.18,-14.02,-11.22
137,2016-08-31,HRP,18.13,,2.66,,14.99,1.18,30.01,8.51,-14.62,2.97,92.55,-41.27,25.79,-308.14,11.62,-35.32,409.11,-5.42,1.02,-6.67,0.91,2.56,6.27,-1.87,15.13,3.14,-0.59
138,2016-11-14,HRP,20.54,,10.21,,55.11,16.97,52.88,-113.43,54.42,57.47,600.0,83.71,-211.0,64.39,34.39,57.7,-41.11,-0.33,-5.25,-8.97,-19.65,-6.0,1.04,-20.65,-7.88,-6.68,9.23
139,2017-05-29,HRP,-34.66,,20.42,,,-5.61,26.88,-4.84,28.64,-83.48,8.67,-6.27,65.45,33.27,-0.26,-86.76,2.51,-0.64,-1.41,-10.18,3.49,4.19,-4.69,-40.39,-11.37,-2.07,-5.17
140,2017-09-29,HRP,6.87,,7.89,,,21.51,17.77,-77.19,-21.1,5.3,-71.15,-50.44,-100.46,-108.19,0.84,-59.84,-5.34,0.07,-3.41,-2.2,1.04,4.01,1.39,-4.41,4.97,-6.05,10.93
141,2017-11-27,HRP,-19.38,,-20.6,,,-0.22,23.35,-20.39,14.96,20.31,3.25,2.46,10.57,-15.81,7.25,0.0,-55.71,-14.31,9.16,6.32,14.98,3.32,-3.45,-42.77,-4.75,1.25,-10.23
142,2018-02-26,HRP,5.46,,7.3,,,-35.99,256.07,537.92,101.11,70.59,92.1,73.07,198.33,88.94,15.14,89.9,-7.54,-0.07,17.26,33.28,7.03,-2.82,-0.91,106.23,-5.32,-3.01,-3.79
143,2018-08-27,HRP,-12.58,,15.04,,,38.93,-6.19,-3.79,2500.0,156.67,993.15,195.55,-172.55,484.9,3.27,507.32,141.14,33.53,-8.11,-17.01,15.48,2.64,1.34,-33.45,-3.93,-2.95,-5.3
144,2018-12-28,HRP,10.68,,-8.26,,,-5.24,-13.81,5.39,64.62,245.1,-27.15,34.27,151.17,-6.22,10.73,-40.12,19.51,-3.07,-2.62,35.08,0.76,4.08,5.01,-44.17,7.8,-2.63,11.99
145,2019-02-25,HRP,-13.11,,-4.35,,,-0.76,-123.26,-35.89,-117.52,-115.91,-150.11,-98.96,-105.63,-27.27,-8.73,-202.5,3.57,-27.67,7.97,-2.44,-1.71,1.4,-3.78,167.96,0.38,-0.5,-5.07
146,2019-08-30,HRP,-19.94,,-2.79,,,8.07,31.6,-78.72,0.25,-0.11,-42.6,-142.94,17.61,-466.44,-16.82,-37.31,-22.09,,7.35,7.85,5.27,-5.93,-4.42,31.89,-5.93,-4.79,-12.95
147,2019-12-12,HRP,29.95,,-5.37,,-9.42,-0.74,46.15,46.75,-112.15,-66.97,-144.07,-185.96,-33.76,-171.83,6.98,-11.16,1.55,,-18.31,-25.35,7.23,18.47,7.4,128.86,4.41,4.1,15.31
148,2020-02-28,HRP,-0.68,,4.31,,14.43,1.08,-27.54,-32.7,65.47,25.89,-14.63,25.53,-36.74,21.75,9.43,-11.95,-17.96,,-4.09,-11.95,16.59,6.18,-0.01,-58.01,-27.1,4.54,-6.04
149,2020-10-21,HRP,1.51,,25.29,-50.8,17.52,27.11,-12.87,-11.1,299.43,51.18,62.56,71.4,142.39,60.39,3.15,54.35,41.44,,0.73,19.26,-10.76,8.28,4.69,-42.09,8.17,-1.83,-3.77
150,2020-12-29,HRP,36.59,,116.16,52.16,13.59,80.74,10.88,200.67,58.74,-36.41,51.84,49.16,-158.33,37.89,-2.46,-2.72,11.74,,-1.06,-20.0,14.11,1.83,-7.25,-14.11,-9.39,-2.82,14.76
151,2021-03-01,HRP,31.28,,-14.29,37.08,43.69,-22.14,-32.93,79.09,7.22,4.27,25.43,-218.15,136.63,37.72,-10.68,24.24,10.28,,-9.52,-9.3,11.07,-7.87,1.36,119.55,-1.99,8.42,-2.89
152,2021-08-30,HRP,20.19,,4.33,29.01,10.92,11.16,12.18,42.86,-60.97,-17.16,-19.66,-34.02,-28.03,-39.75,-8.26,-12.39,-7.9,,10.36,79.77,-4.71,9.84,1.12,1.61,41.18,5.17,9.34
153,2021-12-30,HRP,56.55,,52.04,-14.67,-6.47,48.75,-37.58,10.78,-31.32,-88.59,-46.59,-73.09,-58.54,-76.35,-30.75,-75.08,-2.98,,-11.53,-34.14,-2.5,11.37,1.88,52.38,27.28,18.62,-5.4
154,2022-02-28,HRP,-20.2,,-19.09,-4.56,-13.68,-20.34,-170.17,1.74,10.34,-894.74,-202.64,-923.33,5.45,-928.07,5.0,-104.05,-13.11,,-2.43,13.2,3.74,-11.08,1.69,-9.02,2.06,35.57,16.1
155,2022-08-29,HRP,-16.41,,-13.31,,10.6,-18.43,360.78,7.55,-652.17,-56.71,15550.0,-179.52,70.77,43.35,-3.9,2460.0,7.8,,8.79,0.32,4.69,-0.26,-2.95,43.98,-3.3,2.01,-5.8
156,2022-12-29,HRP,-32.8,,-36.67,,-32.99,-35.52,-3.75,-13.86,183.86,-41.25,-138.51,-124.53,-165.79,-82.21,3.01,-79.69,-82.77,-154.17,-4.32,-11.09,-0.74,3.78,0.74,-30.78,-7.73,1.05,21.21
157,2023-02-28,HRP,-14.95,,-8.02,,,-15.52,-190.92,-16.87,-23.0,15.15,-209.24,18.66,-93.32,13.22,-5.64,-350.0,277.42,269.95,2.73,4.49,25.29,-2.28,-5.52,-66.0,-32.05,-22.57,10.36
158,2023-05-30,HRP,25.34,,22.99,,,33.74,79.67,2.14,-85.98,-41.88,-45.11,-52.24,21.13,-41.8,-11.34,-521.54,17.88,72.77,10.62,-21.54,-22.9,-1.85,8.12,48.15,7.88,10.24,-20.32
159,2006-08-04,IPO,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,2006-11-03,IPO,,,,,,,,,-40.46,-3.81,-8.68,-13.58,-10.55,-12.15,0.47,-6.34,-111.93,5.44,-8.06,-9.02,8.74,-1.61,-22.82,-33.57,-28.02,11.86,-0.38
161,2007-02-14,IPO,-9.22,-39.23,-2.85,-10.05,-11.23,-2.42,-1.27,-18.84,73.33,26.26,58.45,95.71,58.55,90.84,-5.74,39.85,801.83,-1.94,9.33,11.38,-3.89,-1.58,18.62,95.68,41.51,-15.82,35.5
162,2007-05-07,IPO,40.08,75.64,54.79,11.2,12.27,41.51,5.19,63.86,37.15,20.45,8.74,7.54,-9.92,3.48,-1.68,9.09,112.97,-8.64,-6.76,-13.0,-5.67,2.04,-4.84,-37.01,-24.35,13.33,5.49
163,2007-08-06,IPO,4.53,40.68,40.49,-1.52,11.58,46.72,16.95,-1.42,7.88,19.65,19.44,22.85,27.33,22.73,5.94,4.17,-17.2,-4.51,-5.29,-9.41,0.65,-12.2,-7.49,24.42,38.35,-6.52,0.36
164,2008-02-14,IPO,-30.29,-63.64,-23.89,-28.85,-34.46,-33.02,-46.11,-42.43,1.59,10.89,4.14,8.01,39.34,1.64,-10.93,2.89,-33.86,13.27,-8.53,-14.26,-1.11,-2.43,-1.25,68.42,16.23,-3.25,-4.67
165,2008-05-05,IPO,-12.01,,-19.96,-7.02,-7.68,-13.98,16.72,6.06,0.72,17.32,0.71,0.36,-19.35,4.22,8.21,6.07,-103.62,-3.48,11.71,21.8,14.12,-5.71,-11.12,-36.15,-13.63,0.84,1.64
