,D_DATE,Ticker,Cena / Wartość księgowa,Cena / Wartość księgowa Grahama,Cena / Przychody ze sprzedaży,Cena / Zysk,Cena / Zysk operacyjny,EV / Przychody ze sprzedaży,EV / EBIT,EV / EBITDA,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji,Zadłużenie ogólne,Zadłużenie kapitału własnego,Zastosowanie kapitału obcego,Wskaźnik ogólnej sytuacji finansowej,I stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Pokrycie zobowiązań należnościami
34,2014-11-06,CCC,1.39,10.04,0.45,15.34,8.79,0.48,11.01,9.07,14.8,6.27,6.53,3.94,5.97,5.09,41.16,8.13,80.13,99.39,0.6,1.48,0.9,1.01,1.1,0.11,0.44,1.31,0.21
35,2015-02-23,CCC,1.36,5.56,0.45,10.97,8.06,0.43,8.59,7.18,14.33,5.74,6.05,4.14,5.33,5.14,44.41,8.39,73.48,84.84,0.51,1.05,0.9,0.98,1.17,0.17,0.45,1.46,0.3
36,2015-05-07,CCC,1.68,5.65,0.46,16.48,10.44,0.46,13.26,9.09,12.69,3.8,5.28,3.89,5.04,4.93,44.46,6.46,50.03,106.01,0.55,1.39,0.89,1.0,1.15,0.1,0.39,1.33,0.25
37,2015-08-25,CCC,1.61,7.02,0.47,14.39,12.26,0.4,11.74,8.74,14.5,5.04,5.08,3.6,4.83,4.58,48.61,7.05,62.26,87.44,0.54,1.23,0.91,0.97,1.09,0.14,0.45,1.4,0.28
38,2015-11-06,CCC,1.54,7.09,0.57,14.51,16.31,0.64,16.37,9.3,13.53,4.1,4.0,2.74,3.98,3.62,50.42,6.33,32.13,96.49,0.55,1.2,0.9,0.98,1.17,0.09,0.48,1.35,0.29
39,2016-02-25,CCC,1.36,6.27,0.64,14.71,11.4,0.65,10.27,9.66,18.59,7.39,3.57,2.85,3.81,3.55,46.77,8.02,62.14,91.22,0.47,0.89,0.83,1.0,1.22,0.12,0.44,1.35,0.28
40,2016-05-12,CCC,1.44,,0.58,14.53,11.49,0.59,9.97,8.95,18.3,6.63,3.7,3.19,2.68,3.7,50.53,8.44,107.0,87.87,0.52,1.02,0.88,0.97,1.09,0.09,0.47,1.41,0.38
41,2016-08-25,CCC,1.86,,0.63,16.26,15.44,0.68,12.68,10.57,18.3,5.81,3.82,3.17,2.93,3.84,51.78,8.24,87.18,83.82,0.52,0.98,0.86,0.99,1.11,0.11,0.42,1.31,0.28
42,2016-11-10,CCC,1.7,,0.64,17.53,13.23,0.77,13.34,11.04,13.36,5.94,4.64,3.22,3.18,4.37,51.18,8.59,44.12,63.2,0.52,1.11,0.89,0.96,1.12,0.13,0.43,1.33,0.23
43,2017-02-28,CCC,1.84,,0.54,16.16,12.03,0.69,10.55,9.41,16.51,7.07,4.34,2.92,3.87,4.89,48.74,9.32,51.29,55.07,0.54,1.21,0.84,0.97,1.15,0.18,0.46,1.44,0.25
