,D_DATE,Ticker,Cena / Wartość księgowa,Cena / Wartość księgowa Grahama,Cena / Przychody ze sprzedaży,Cena / Zysk,Cena / Zysk operacyjny,EV / Przychody ze sprzedaży,EV / EBIT,EV / EBITDA,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji,Zadłużenie ogólne,Zadłużenie kapitału własnego,Zastosowanie kapitału obcego,Wskaźnik ogólnej sytuacji finansowej,I stopień pokrycia,Płynność gotówkowa,Płynność szybka,Płynność bieżąca,Pokrycie zobowiązań należnościami
16,2010-05-13,CCC,90.58,129.35,92.43,121.21,92.79,91.54,40.11,12.44,685.06,445.83,16.76,372.97,-6.7,341.38,9.65,-25.24,-46.97,-5.64,-9.92,-18.6,10.69,10.04,-21.87,24.06,-4.78,10.08,22.5
17,2010-08-26,CCC,26.47,69.53,74.92,39.49,55.44,50.83,64.17,157.46,230.93,325.0,17.65,528.57,14.07,2888.89,2.5,92.28,205.62,-14.59,-0.44,-9.37,21.96,7.76,-21.87,7.81,6.71,10.66,-16.8
18,2010-11-08,CCC,33.22,37.62,62.75,-3.39,-5.38,91.69,36.19,67.75,512.16,1633.33,330.43,1015.0,98.9,1566.67,-1.17,709.21,141.22,91.44,0.11,-3.11,2.75,8.75,-21.88,-31.05,-0.81,0.01,-15.64
19,2011-02-17,CCC,31.69,24.62,10.98,-0.75,16.86,58.1,175.09,7.89,316.01,8668.75,178.22,6157.14,450.0,191.93,-5.57,132.76,133.86,20.95,-1.92,11.32,-1.69,8.95,-9.16,-0.15,-3.85,1.74,33.43
20,2011-05-10,CCC,44.91,33.91,20.38,-21.55,8.53,24.7,97.88,27.52,-4.83,119.85,135.65,86.29,162.05,60.94,-4.91,140.08,220.96,10.88,1.02,2.18,-7.21,-1.97,11.7,-13.51,9.17,-5.59,-13.36
21,2011-08-29,CCC,17.19,10.14,5.69,-22.77,-29.95,28.96,-3.25,-16.57,107.68,134.56,120.45,119.89,127.31,67.33,3.86,58.14,95.52,10.81,-8.09,-7.0,-15.6,6.09,30.91,19.03,1.45,-3.24,51.59
22,2011-11-10,CCC,-25.58,-15.1,-43.48,-40.95,-62.94,-38.58,-44.2,-45.53,22.3,-6.35,81.82,-12.56,43.06,-22.08,13.85,12.52,-12.04,-43.0,-0.39,-0.83,-5.96,5.64,25.81,-44.35,-2.94,-8.27,24.81
23,2012-02-20,CCC,-33.29,-28.75,-33.0,-37.0,-60.98,-36.37,-55.58,-52.99,-39.65,-52.1,1.6,-63.01,7.07,-58.07,10.21,-7.41,-20.26,-37.14,10.96,19.3,-6.39,1.29,14.96,-25.88,-25.09,-6.17,11.63
24,2012-05-10,CCC,-27.22,-32.61,-32.83,-35.93,-43.43,-28.07,-41.72,-40.07,-13.88,-36.02,-18.17,-36.5,-17.91,-30.7,8.72,-8.0,-62.67,-43.82,1.47,0.91,-2.09,6.27,22.78,52.76,-8.02,-0.61,27.38
25,2012-08-29,CCC,-19.99,-35.78,-31.69,-13.02,-8.04,-33.1,-20.23,-4.23,-45.87,-46.94,-29.59,-51.68,-22.38,-41.43,-1.63,-36.56,-57.07,-23.87,2.32,3.23,-2.89,-1.05,-2.12,18.84,-6.79,0.69,-24.06
26,2012-11-08,CCC,-5.18,7.46,-3.69,-14.5,26.71,-8.67,-1.93,76.93,-27.53,-27.21,-38.24,53.08,-17.96,33.12,-10.71,-34.03,-29.6,44.97,-8.88,-9.07,-1.29,-6.2,1.35,116.44,-16.17,-3.03,3.82
27,2013-02-20,CCC,7.93,38.05,0.8,29.75,-2.02,-13.87,14.71,28.93,-17.12,-27.68,-23.73,20.06,-25.64,-5.96,-0.57,-12.08,14.37,-45.28,-8.9,-5.54,9.95,-5.04,-8.51,5.75,13.57,4.77,-18.9
28,2013-05-09,CCC,-16.84,-1.31,8.71,46.62,-8.18,-2.38,-0.75,6.71,-13.44,0.95,13.69,-12.08,11.92,-39.93,-3.92,20.44,69.09,91.14,-8.54,-7.36,-0.3,-7.61,-5.35,-53.36,4.03,2.64,-8.28
29,2013-08-29,CCC,11.24,101.18,25.76,-23.54,-26.4,11.88,-25.75,-19.05,26.31,19.94,41.58,54.01,18.73,14.84,-1.35,37.2,155.59,5.41,-7.53,-9.15,3.56,-2.73,-6.56,-51.89,4.22,7.73,19.21
30,2013-11-07,CCC,28.38,13.01,68.88,1.9,19.64,21.62,8.39,-17.36,78.46,63.89,42.88,9.88,15.74,27.23,2.01,39.98,102.76,-29.09,6.3,7.23,4.72,-0.68,-9.51,-24.47,-2.87,6.16,-13.6
31,2014-02-20,CCC,18.17,30.81,28.64,-29.82,90.46,20.77,27.65,43.2,86.9,146.5,16.65,92.54,17.65,113.12,-1.48,15.47,40.24,132.14,-0.59,-9.51,-2.42,3.8,-6.3,11.84,2.94,-7.03,7.98
32,2014-05-07,CCC,-2.31,76.16,-4.01,-36.1,-6.5,2.02,-1.88,12.92,46.65,61.02,-0.42,94.51,-4.47,148.98,-3.64,1.27,12.54,-12.99,13.84,22.46,3.21,-0.35,-7.13,20.58,-9.22,-2.73,14.27
33,2014-08-27,CCC,-18.06,-20.2,-1.55,-5.23,4.46,1.58,9.17,-9.14,39.13,50.99,35.47,65.62,32.91,98.94,-0.47,-9.06,2.31,27.01,16.38,28.77,-1.7,-3.26,6.69,24.56,-7.91,-5.99,11.61
34,2014-11-06,CCC,-18.92,76.97,-17.94,11.74,-10.81,-16.74,-0.87,-2.99,3.28,7.92,37.04,20.12,22.09,25.22,-1.2,27.23,16.46,62.38,13.72,28.3,1.12,3.28,-4.61,-2.22,-4.82,-7.6,-24.82
35,2015-02-23,CCC,-12.1,-13.82,-3.71,-13.72,-36.44,-20.32,-33.7,-25.53,-2.52,-4.17,19.09,10.55,4.51,9.13,2.85,32.23,-10.31,1.35,-2.95,-13.96,2.91,0.48,0.95,-3.2,-25.62,2.99,-20.4
36,2015-05-07,CCC,18.03,-30.41,6.7,28.04,12.26,-17.51,14.47,2.19,-10.7,-36.56,11.98,9.89,12.37,15.46,8.92,1.17,-16.98,9.63,-0.66,6.55,1.85,3.46,-1.8,18.0,-16.66,-4.31,-31.01
37,2015-08-25,CCC,18.26,7.38,1.59,26.14,30.12,-30.76,8.99,18.15,-6.03,-17.7,-22.44,-24.53,-23.5,-18.42,18.03,19.09,-17.97,-8.67,-5.61,-7.22,3.94,0.21,-11.63,58.49,0.67,6.4,-12.27
38,2015-11-06,CCC,10.75,-29.34,27.86,-5.39,85.65,32.4,48.78,2.56,-8.58,-34.61,-38.67,-30.58,-33.25,-28.78,22.49,-22.14,-59.9,-2.92,-8.53,-18.66,0.25,-2.74,6.11,-15.12,9.22,2.92,36.58
39,2016-02-25,CCC,0.31,12.82,42.21,34.16,41.41,50.77,19.45,34.44,29.73,28.75,-40.99,-31.16,-28.52,-30.93,5.31,-4.41,-15.43,7.52,-7.74,-15.77,-6.91,1.95,4.34,-27.36,-1.22,-7.46,-6.09
40,2016-05-12,CCC,-14.62,,25.73,-11.84,10.02,28.69,-24.82,-1.59,44.25,74.47,-29.83,-18.12,-46.83,-24.85,13.65,30.73,113.87,-17.11,-6.3,-26.28,-0.81,-2.73,-5.04,-7.34,19.69,5.4,49.01
41,2016-08-25,CCC,15.64,,35.59,12.98,25.94,70.03,7.95,20.84,26.24,15.16,-24.9,-11.94,-39.4,-16.36,6.53,16.81,40.03,-4.13,-3.09,-19.69,-4.71,1.73,1.39,-23.67,-7.84,-6.66,0.88
42,2016-11-10,CCC,10.19,,11.9,20.81,-18.89,21.62,-18.51,18.67,-1.26,44.76,15.86,17.92,-20.33,20.55,1.51,35.7,37.32,-34.5,-4.38,-7.38,-1.25,-2.0,-4.4,47.91,-10.6,-1.39,-19.89
43,2017-02-28,CCC,34.83,,-16.53,9.82,5.45,6.34,2.77,-2.58,-11.19,-4.33,21.57,2.46,1.57,37.75,4.21,16.21,-17.46,-39.63,14.26,36.54,0.85,-2.25,-5.23,47.84,2.88,6.65,-10.27
44,2017-05-15,CCC,13.67,,-2.18,17.19,9.45,24.34,35.94,21.65,-20.68,-32.73,-1.75,-8.95,49.63,-0.94,-3.94,-23.15,-53.77,-32.13,3.28,15.67,1.39,-3.72,5.13,-22.4,-3.31,-3.79,-31.06
45,2017-08-31,CCC,25.68,,44.23,17.85,14.96,27.88,7.98,7.59,-45.26,-9.64,23.72,1.89,48.81,10.56,-2.77,-15.0,-8.45,-10.28,1.26,13.26,1.43,0.98,4.25,-18.42,7.17,5.57,-20.31
46,2017-11-13,CCC,30.99,,16.1,-4.72,10.84,16.28,-6.73,-10.11,3.82,23.84,27.16,22.48,67.87,1.83,-1.24,-16.76,101.07,33.45,12.35,32.36,-4.04,0.83,5.82,-27.07,-9.82,1.07,4.46
