,Ticker,Data,Przychody ze sprzedaży,Techniczny koszt wytworzenia produkcji sprzedanej,Koszty sprzedaży,Koszty ogólnego zarządu,Zysk ze sprzedaży,Pozostałe przychody operacyjne,Pozostałe koszty operacyjne,Zysk operacyjny (EBIT),Przychody finansowe,Koszty finansowe,Pozostałe przychody (koszty),Zysk z działalności gospodarczej,Wynik zdarzeń nadzwyczajnych,Zysk przed opodatkowaniem,Zysk (strata) netto z działalności zaniechanej,Zysk netto,Zysk netto akcjonariuszy jednostki dominującej,Aktywa trwałe,Wartości niematerialne i prawne,Rzeczowe składniki majątku trwałego,Należności długoterminowe,Inwestycje długoterminowe,Pozostałe aktywa trwałe,Aktywa obrotowe,Zapasy,Należności krótkoterminowe,Inwestycje krótkoterminowe,Środki pieniężne i inne aktywa pieniężne,Pozostałe aktywa obrotowe,Aktywa trwałe przeznaczone do sprzedaży,Aktywa razem,Kapitał własny akcjonariuszy jednostki dominującej,Kapitał (fundusz) podstawowy,Udziały (akcje) własne,Kapitał (fundusz) zapasowy,Udziały niekontrolujące,Zobowiązania długoterminowe,Z tytułu dostaw i usług,Kredyty i pożyczki,Z tytułu emisji dłużnych papierów wartościowych,Zobowiązania z tytułu leasingu finansowego,Inne zobowiązania długoterminowe,Zobowiązania krótkoterminowe,Inne zobowiązania krótkoterminowe,Rozliczenia międzyokresowe,Pasywa razem,Przepływy pieniężne z działalności operacyjnej,Amortyzacja,Przepływy pieniężne z działalności inwestycyjnej,CAPEX (niematerialne i rzeczowe),Przepływy pieniężne z działalności finansowej,Emisja akcji,Dywidenda,Przepływy pieniężne razem
30,ATR,2013-11-14,35481.0,27676.0,0.0,4572.0,3233.0,139.0,144.0,3228.0,190.0,-120.0,0.0,3538.0,0.0,3538.0,0.0,2609.0,2479.0,30917.0,3223.0,23298.0,584.0,0.0,3812.0,65366.0,3764.0,43388.0,17470.0,17470.0,744.0,0.0,96283.0,46604.0,4510.0,0.0,19457.0,1648.0,10763.0,30437.0,3741.0,0.0,765.0,5004.0,37268.0,2325.0,0.0,96283.0,4386.0,544.0,-8061.0,7761.0,3438.0,0.0,0.0,-237.0
31,ATR,2014-11-14,34553.0,26890.0,0.0,3668.0,3995.0,172.0,85.0,4082.0,103.0,27.0,0.0,4158.0,0.0,4158.0,0.0,2896.0,2911.0,34216.0,3233.0,26755.0,389.0,0.0,3839.0,81083.0,4385.0,58425.0,17267.0,17267.0,1006.0,0.0,115299.0,49993.0,4545.0,0.0,19457.0,1632.0,14401.0,37031.0,9996.0,0.0,880.0,5532.0,49273.0,1366.0,0.0,115299.0,-7211.0,561.0,-1927.0,2020.0,3191.0,0.0,0.0,-5947.0
32,ATR,2015-11-13,39452.0,31395.0,0.0,5993.0,2064.0,138.0,279.0,1923.0,731.0,339.0,0.0,2315.0,0.0,2315.0,0.0,2857.0,2437.0,39570.0,3457.0,29670.0,447.0,2786.0,3210.0,95652.0,3979.0,71739.0,18648.0,18472.0,1286.0,0.0,135222.0,53403.0,4545.0,0.0,19457.0,2053.0,12105.0,54778.0,8665.0,0.0,1011.0,2861.0,67661.0,3207.0,0.0,135222.0,6116.0,577.0,-3362.0,3839.0,316.0,35.0,0.0,3070.0
33,ATR,2016-11-10,33127.0,25935.0,0.0,3918.0,3274.0,131.0,69.0,3336.0,612.0,584.0,0.0,3364.0,0.0,3364.0,0.0,2582.0,2365.0,41619.0,3438.0,30279.0,451.0,2786.0,4665.0,78870.0,3701.0,55080.0,19020.0,19020.0,1069.0,0.0,120489.0,55917.0,4545.0,0.0,19457.0,2270.0,13805.0,36473.0,8339.0,0.0,970.0,4825.0,48497.0,2715.0,0.0,120489.0,1183.0,642.0,204.0,439.0,-457.0,0.0,0.0,930.0
34,ATR,2017-11-09,46977.0,37699.0,0.0,4876.0,4402.0,118.0,79.0,4441.0,123.0,111.0,0.0,4453.0,0.0,4453.0,0.0,3594.0,3466.0,41717.0,3427.0,31664.0,536.0,2786.0,3304.0,99160.0,3872.0,78609.0,15602.0,15602.0,1077.0,0.0,140877.0,59452.0,4545.0,0.0,19457.0,1993.0,10812.0,50970.0,13452.0,0.0,911.0,2575.0,68620.0,3287.0,0.0,140877.0,-5511.0,573.0,-2013.0,1873.0,-952.0,0.0,0.0,-8476.0
35,ATR,2018-11-13,62094.0,51677.0,0.0,4162.0,6255.0,148.0,18.0,6385.0,182.0,316.0,0.0,6251.0,0.0,6251.0,0.0,5008.0,4826.0,44154.0,4687.0,31891.0,503.0,2794.0,4279.0,93636.0,5102.0,56925.0,29708.0,29708.0,1901.0,0.0,137790.0,64411.0,4580.0,0.0,19457.0,2175.0,11821.0,52456.0,2340.0,0.0,857.0,4319.0,59383.0,3730.0,0.0,137790.0,28432.0,580.0,-2243.0,2424.0,-1007.0,0.0,0.0,25182.0
36,ATR,2019-11-20,58623.0,47437.0,0.0,5532.0,5654.0,292.0,569.0,5377.0,251.0,299.0,0.0,5329.0,0.0,5329.0,0.0,4282.0,4161.0,44081.0,4999.0,31893.0,466.0,2838.0,3885.0,96402.0,4538.0,72183.0,18787.0,18787.0,894.0,0.0,140483.0,68659.0,4580.0,0.0,19457.0,2295.0,10391.0,46127.0,6259.0,0.0,782.0,3601.0,59138.0,5970.0,0.0,140483.0,-12660.0,615.0,-1204.0,1384.0,-975.0,35.0,0.0,-14839.0
37,ATR,2020-11-13,34541.0,27240.0,0.0,4033.0,3268.0,223.0,207.0,3284.0,300.0,378.0,0.0,3206.0,0.0,3206.0,0.0,2422.0,2317.0,46697.0,4880.0,32187.0,483.0,2838.0,6309.0,78270.0,4101.0,53199.0,20092.0,20092.0,878.0,0.0,124967.0,71059.0,4580.0,0.0,19457.0,2400.0,12963.0,27185.0,6742.0,0.0,734.0,6888.0,38545.0,3884.0,0.0,124967.0,1919.0,678.0,-233.0,566.0,-866.0,0.0,0.0,820.0
38,ATR,2021-11-19,32821.0,27582.0,0.0,3965.0,1274.0,707.0,62.0,1919.0,74.0,253.0,0.0,1740.0,0.0,1740.0,0.0,1513.0,1618.0,46102.0,3349.0,32706.0,757.0,2838.0,6452.0,67616.0,3930.0,60955.0,2107.0,2107.0,624.0,0.0,113718.0,70901.0,4615.0,0.0,19457.0,0.0,13067.0,24338.0,3262.0,0.0,634.0,7653.0,29750.0,1516.0,0.0,113718.0,-10004.0,699.0,-3567.0,1329.0,-938.0,0.0,0.0,-14509.0
39,ATR,2022-11-25,26701.0,23653.0,0.0,4020.0,-972.0,306.0,171.0,-837.0,2.0,459.0,0.0,-1294.0,0.0,-1294.0,0.0,-1045.0,-1045.0,47719.0,3215.0,32482.0,1526.0,2838.0,7658.0,69284.0,3951.0,63847.0,446.0,446.0,1040.0,0.0,117003.0,69869.0,4615.0,0.0,19457.0,0.0,13447.0,24064.0,8492.0,0.0,514.0,8643.0,33687.0,617.0,0.0,117003.0,-5522.0,722.0,-403.0,419.0,-968.0,0.0,0.0,-6893.0
