,Ticker,Data,Przychody ze sprzedaży,Techniczny koszt wytworzenia produkcji sprzedanej,Koszty sprzedaży,Koszty ogólnego zarządu,Zysk ze sprzedaży,Pozostałe przychody operacyjne,Pozostałe koszty operacyjne,Zysk operacyjny (EBIT),Przychody finansowe,Koszty finansowe,Pozostałe przychody (koszty),Zysk z działalności gospodarczej,Wynik zdarzeń nadzwyczajnych,Zysk przed opodatkowaniem,Zysk (strata) netto z działalności zaniechanej,Zysk netto,Zysk netto akcjonariuszy jednostki dominującej,Aktywa trwałe,Wartości niematerialne i prawne,Rzeczowe składniki majątku trwałego,Należności długoterminowe,Inwestycje długoterminowe,Pozostałe aktywa trwałe,Aktywa obrotowe,Zapasy,Należności krótkoterminowe,Inwestycje krótkoterminowe,Środki pieniężne i inne aktywa pieniężne,Pozostałe aktywa obrotowe,Aktywa trwałe przeznaczone do sprzedaży,Aktywa razem,Kapitał własny akcjonariuszy jednostki dominującej,Kapitał (fundusz) podstawowy,Udziały (akcje) własne,Kapitał (fundusz) zapasowy,Udziały niekontrolujące,Zobowiązania długoterminowe,Z tytułu dostaw i usług,Kredyty i pożyczki,Z tytułu emisji dłużnych papierów wartościowych,Zobowiązania z tytułu leasingu finansowego,Inne zobowiązania długoterminowe,Zobowiązania krótkoterminowe,Inne zobowiązania krótkoterminowe,Rozliczenia międzyokresowe,Pasywa razem,Przepływy pieniężne z działalności operacyjnej,Amortyzacja,Przepływy pieniężne z działalności inwestycyjnej,CAPEX (niematerialne i rzeczowe),Przepływy pieniężne z działalności finansowej,Emisja akcji,Dywidenda,Przepływy pieniężne razem
2221,DEK,2023-05-26,13.86,22.81,251.85,-93.16,-59.94,-76.84,25.93,-72.37,-59.32,20.82,,-79.35,,-79.35,,-76.81,-76.81,218.61,-39.34,227.84,565.21,3.66,3.41,27.85,6.1,115.82,120.64,120.64,-97.89,,51.21,56.47,30.47,,86.71,,151.1,-3.12,-31.14,,59.75,,6.92,96.09,-100.0,51.21,-491.97,-10.87,-5178.38,1401.66,794.22,,,356.42
2222,DEK,2016-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,DEK,2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,DEK,2018-09-28,-16.86,-16.8,2917.24,-66.39,-8.78,-113.79,-98.8,-18.5,-9920.0,-11.71,,-26.0,,-26.0,,-34.18,-34.18,34.37,52.13,74.22,248.89,34.31,-88.06,-0.54,33.73,-32.87,92.3,92.3,88.47,,7.87,35.1,0.0,,53.39,,26.83,,,,,,-20.67,,423.99,7.87,21.87,2.96,-299.02,424.54,69.48,,,63.55
2225,DEK,2019-09-27,47.82,58.58,73.63,12654.55,-9.23,55.96,-5.44,-1.29,1304.76,-14.74,,2.49,,2.49,,7.21,7.21,-42.74,-38.9,134.54,-80.19,-98.25,-77.2,51.18,65.6,22.22,-65.36,-65.36,2846.17,,25.89,28.92,0.0,,53.39,,45.83,80.05,4.81,-100.0,18.72,,17.81,-7.65,-2.18,25.89,-75.76,27.95,95.78,-80.07,-267.2,,,-111.21
2226,DEK,2020-09-28,82.4,86.2,49.31,72.44,23.28,115.28,-46.53,33.5,-41.3,-2.61,,68.96,,68.96,,77.08,77.08,34.7,-45.55,94.22,-86.02,-58.15,29.04,53.75,39.74,65.52,-60.17,-60.17,426.84,,51.58,76.99,30.47,,53.4,,10.62,,,,,,75.9,,-100.0,51.58,-210.76,-3.39,-51.8,114.14,441.1,,,70.7
2227,DEK,2021-09-24,10.36,8.28,96.65,79.95,5.17,414.19,1944.78,3.57,-98.58,23.9,,-5.34,,-5.34,,-4.58,-4.58,-30.13,-50.51,101.79,-32.15,-97.83,78.28,87.98,98.81,30.34,23.09,23.09,2099.42,,55.52,72.52,30.47,,86.71,,33.48,33.82,59.15,,77.0,,64.25,139.46,-68.19,55.52,-177.19,4.62,2.23,16.03,647.38,,,2483.08
2228,DEK,2022-09-29,9.83,4.52,122.97,215.14,8.18,482.76,8500.0,15.34,104.89,8.33,,27.1,,27.1,,12.29,12.29,31.19,-60.61,263.56,13.93,-98.42,-12.91,79.08,66.57,110.25,25.0,25.0,-57.44,,64.71,69.96,30.47,,86.71,,26.85,,,,,,96.86,,-100.0,64.71,-16.94,21.29,79.32,-57.51,-161.13,,,-12.18
2229,DEK,2023-09-22,13.86,22.81,251.85,-93.16,-59.94,-76.84,25.93,-72.37,-59.32,20.82,,-79.35,,-79.35,,-76.81,-76.81,218.61,-39.34,227.84,565.21,3.66,3.41,27.85,6.1,115.82,120.64,120.64,-97.89,,51.21,56.47,30.47,,86.71,,151.1,-3.12,-31.14,,59.75,,6.92,96.09,-100.0,51.21,-491.97,-10.87,-5178.38,1401.66,794.22,,,356.42
2230,DEK,2015-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,DEK,2016-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,DEK,2017-11-20,-16.86,-16.8,2917.24,-66.39,-8.78,-113.79,-98.8,-18.5,-9920.0,-11.71,,-26.0,,-26.0,,-34.18,-34.18,34.37,52.13,74.22,248.89,34.31,-88.06,-0.54,33.73,-32.87,92.3,92.3,88.47,,7.87,35.1,0.0,,53.39,,26.83,,,,,,-20.67,,423.99,7.87,21.87,2.96,-299.02,424.54,69.48,,,63.55
2233,DEK,2018-11-28,47.82,58.58,73.63,12654.55,-9.23,55.96,-5.44,-1.29,1304.76,-14.74,,2.49,,2.49,,7.21,7.21,-42.74,-38.9,134.54,-80.19,-98.25,-77.2,51.18,65.6,22.22,-65.36,-65.36,2846.17,,25.89,28.92,0.0,,53.39,,45.83,80.05,4.81,-100.0,18.72,,17.81,-7.65,-2.18,25.89,-75.76,27.95,95.78,-80.07,-267.2,,,-111.21
2234,DEK,2019-11-27,82.4,86.2,49.31,72.44,23.28,115.28,-46.53,33.5,-41.3,-2.61,,68.96,,68.96,,77.08,77.08,34.7,-45.55,94.22,-86.02,-58.15,29.04,53.75,39.74,65.52,-60.17,-60.17,426.84,,51.58,76.99,30.47,,53.4,,10.62,,,,,,75.9,,-100.0,51.58,-210.76,-3.39,-51.8,114.14,441.1,,,70.7
2235,DEK,2020-11-20,10.36,8.28,96.65,79.95,5.17,414.19,1944.78,3.57,-98.58,23.9,,-5.34,,-5.34,,-4.58,-4.58,-30.13,-50.51,101.79,-32.15,-97.83,78.28,87.98,98.81,30.34,23.09,23.09,2099.42,,55.52,72.52,30.47,,86.71,,33.48,33.82,59.15,,77.0,,64.25,139.46,-68.19,55.52,-177.19,4.62,2.23,16.03,647.38,,,2483.08
2236,DEK,2021-11-24,9.83,4.52,122.97,215.14,8.18,482.76,8500.0,15.34,104.89,8.33,,27.1,,27.1,,12.29,12.29,31.19,-60.61,263.56,13.93,-98.42,-12.91,79.08,66.57,110.25,25.0,25.0,-57.44,,64.71,69.96,30.47,,86.71,,26.85,,,,,,96.86,,-100.0,64.71,-16.94,21.29,79.32,-57.51,-161.13,,,-12.18
2237,DEK,2022-11-28,13.86,22.81,251.85,-93.16,-59.94,-76.84,25.93,-72.37,-59.32,20.82,,-79.35,,-79.35,,-76.81,-76.81,218.61,-39.34,227.84,565.21,3.66,3.41,27.85,6.1,115.82,120.64,120.64,-97.89,,51.21,56.47,30.47,,86.71,,151.1,-3.12,-31.14,,59.75,,6.92,96.09,-100.0,51.21,-491.97,-10.87,-5178.38,1401.66,794.22,,,356.42
2238,DEK,2023-11-24,-31.62,-36.7,148.71,-24.79,5.23,-43.23,-40.26,3.39,103.7,-15.29,,17.26,,17.26,,28.0,28.0,201.26,-35.29,209.68,411.23,12.33,-17.95,14.03,10.16,39.1,461.64,457.81,-98.49,,32.96,14.11,0.0,-100.0,86.71,,142.08,-18.65,-97.24,,-22.57,44.89,-7.33,99.79,,32.96,81.96,38.78,272.65,-94.52,-79.13,-100.0,,350.02
2239,DEK,2015-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,DEK,2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,NVG,2006-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,NVG,2007-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,NVG,2008-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,NVG,2009-05-14,-95.63,-84.14,,,73.26,-88.36,,-90.24,,,,-90.24,,-90.24,,-90.24,-90.24,-59.52,,,,,-59.52,-80.36,,-99.99,-77.4,4595.12,,,-80.34,-80.4,-25.02,-40.33,-80.16,,,,,,,,-79.31,,,-80.34,-100.45,,,,20.3,,,-21.56
2245,NVG,2010-05-14,-92.3,-86.93,,,84.3,1295.6,,1588.08,,,,1588.08,,1588.08,,1588.08,1588.08,-78.43,,,,,-78.43,-62.62,,-68.43,-61.67,1606.47,,,-62.64,-63.07,-25.02,-40.33,-85.92,,,,,,,,-40.69,,,-62.64,81.92,,,,100.0,,,121.38
2246,NVG,2011-05-16,137.79,-99.32,,,104.89,-93.4,,-89.39,,,,-89.39,,-89.39,,-89.39,-89.39,-73.08,,,,,-73.08,-86.95,,-99.99,-79.2,334.08,,,-86.94,-87.67,0.0,,313.78,,,,,,,,-44.31,,,-86.94,55.66,,,,18950.0,,,99.85
2247,NVG,2012-05-15,-130.27,-124.85,,,122.89,-174.62,,-180.21,,,,-180.21,,-180.21,,-180.21,-180.21,,,,,,,-89.89,,100.0,-89.89,-91.12,,,-89.89,-90.21,586.42,-100.0,-100.0,,,,,,,,-66.82,,,-89.89,-127.31,,,,,,,-22.85
2248,NVG,2013-05-15,-3.51,-57.41,,,65.76,-100.0,,-111.62,,,,-111.62,,-111.62,,-111.62,-111.62,-35.29,,,,,-35.29,-33.56,,400.0,-33.6,235.38,,,-33.56,-32.3,598.23,-100.0,-100.0,,,,,,,,-53.75,,,-33.56,648.09,,,,100.0,,,101.07
2249,NVG,2014-05-14,13.73,-4.56,,,8.96,-99.38,,-101.37,,,,-101.37,,-101.37,,-101.37,-101.37,-36.36,,,,,-36.36,-65.13,,-99.89,-60.43,-13.18,,,-65.12,-65.68,570.28,-100.0,-100.0,,,,,,,,-47.0,,,-65.12,-108.82,,,,,,,-108.82
2250,NVG,2015-05-14,-40.71,1750.0,,,-253.47,-100.0,,-124.68,,,,-124.68,,-124.68,,-124.68,-124.68,-14.29,,,,,-14.29,-12.59,,250.0,-12.66,13.99,,,-12.59,-9.79,563.0,-100.0,-100.0,,,,,,,,-48.76,,,-12.59,-101.56,,,,-100.0,,,-101.22
2251,NVG,2016-05-13,147.02,150.86,,,-152.69,98.97,,97.31,,,,97.31,,97.31,,97.31,97.31,,,,,,,-9.23,,-100.0,-9.2,17.23,,,-9.23,-6.36,-88.92,,,,,,,,,,-70.31,,,-9.23,106.09,,,,-100.0,,,-97.84
2252,NVG,2017-05-12,56.36,9.39,,,11.11,,,11.11,,,,11.11,,11.11,,11.11,11.11,72.73,,,,,72.73,-12.31,,-100.0,-12.25,9.82,,,-12.19,-9.65,-0.28,,,,,,,,,,-71.47,,,-12.19,-122.7,,,,,,,-122.7
2253,NVG,2018-05-30,60.34,11.55,,,3.11,-100.0,,-41.67,,,,-41.67,,-41.67,,-41.67,-41.67,85.71,,,,,85.71,-9.67,,-100.0,-9.63,7.61,,,-9.58,-6.43,3.88,,,,,,,,,,-74.79,,,-9.58,64.11,,,,,,,64.11
2254,NVG,2019-04-29,46.27,-21.17,,,50.32,,,50.32,,,,50.32,,50.32,,50.32,50.32,5583.33,,,,,5583.33,-7.81,,-100.0,-7.72,9.24,,,-3.26,-4.38,-88.53,,,,,,,,,,22.19,,,-3.26,42.86,,,,,,,42.86
2255,NVG,2020-05-29,7.59,-56.98,,,84.41,102.46,,91.56,,,,91.56,,91.56,,91.56,91.56,,,,,,,-11.41,,,-11.42,-11.42,,,-4.12,-5.64,0.0,,-10.31,,,,,,,,3.77,,,-4.12,-137.56,,,,,,,-218.78
2256,NVG,2021-05-21,147.67,14349.49,,,-25254.46,,,-25265.18,,,,-25265.18,,-25265.18,,-25265.18,-25265.18,63.16,,,,,42.11,201.61,,,201.55,73.92,,,201.24,203.32,-63.46,,,,,,,,,,47.37,,,201.24,3758.9,0.0,,,,,,3728.83
2257,NVG,2022-04-09,280.65,-24.64,,,176.47,,,84.49,,,,84.49,,84.49,,84.49,84.49,84.62,,,,,61.54,206.98,,,195.89,90.37,,,206.75,210.27,-65.76,,,,,,,,,,-62.92,,,206.75,-8368.79,100.0,,,,,,581.5
2258,NVG,2023-05-30,345.92,61.14,,,301.3,,,3849.35,,,,3849.35,,3849.35,,3849.35,3849.35,-92.08,,,,,-92.96,291.52,,,159.21,-0.69,,,273.17,293.81,267.91,,682.82,,,,,,,,-93.42,,,273.17,-8176.85,0.0,,,,,,-5816.67
2259,NVG,2006-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,NVG,2007-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,NVG,2008-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,NVG,2010-08-31,-92.3,-86.93,,,84.3,1295.6,,1588.08,,,,1588.08,,1588.08,,1588.08,1588.08,-78.43,,,,,-78.43,-62.62,,-68.43,-61.67,1606.47,,,-62.64,-63.07,-25.02,-40.33,-85.92,,,,,,,,-40.69,,,-62.64,81.92,,,,100.0,,,121.38
2263,NVG,2011-08-31,137.79,-99.32,,,104.89,-93.4,,-89.39,,,,-89.39,,-89.39,,-89.39,-89.39,-73.08,,,,,-73.08,-86.95,,-99.99,-79.2,334.08,,,-86.94,-87.67,0.0,,313.78,,,,,,,,-44.31,,,-86.94,55.66,,,,18950.0,,,99.85
2264,NVG,2012-08-16,-130.27,-124.85,,,122.89,-174.62,,-180.21,,,,-180.21,,-180.21,,-180.21,-180.21,,,,,,,-89.89,,100.0,-89.89,-91.12,,,-89.89,-90.21,586.42,-100.0,-100.0,,,,,,,,-66.82,,,-89.89,-127.31,,,,,,,-22.85
2265,NVG,2013-09-02,-3.51,-57.41,,,65.76,-100.0,,-111.62,,,,-111.62,,-111.62,,-111.62,-111.62,-35.29,,,,,-35.29,-33.56,,400.0,-33.6,235.38,,,-33.56,-32.3,598.23,-100.0,-100.0,,,,,,,,-53.75,,,-33.56,648.09,,,,100.0,,,101.07
2266,NVG,2014-08-28,13.73,-4.56,,,8.96,-99.38,,-101.37,,,,-101.37,,-101.37,,-101.37,-101.37,-36.36,,,,,-36.36,-65.13,,-99.89,-60.43,-13.18,,,-65.12,-65.68,570.28,-100.0,-100.0,,,,,,,,-47.0,,,-65.12,-108.82,,,,,,,-108.82
2267,NVG,2015-08-27,-40.71,1750.0,,,-253.47,-100.0,,-124.68,,,,-124.68,,-124.68,,-124.68,-124.68,-14.29,,,,,-14.29,-12.59,,250.0,-12.66,13.99,,,-12.59,-9.79,563.0,-100.0,-100.0,,,,,,,,-48.76,,,-12.59,-101.56,,,,-100.0,,,-101.22
2268,NVG,2016-08-26,147.02,150.86,,,-152.69,98.97,,97.31,,,,97.31,,97.31,,97.31,97.31,,,,,,,-9.23,,-100.0,-9.2,17.23,,,-9.23,-6.36,-88.92,,,,,,,,,,-70.31,,,-9.23,106.09,,,,-100.0,,,-97.84
2269,NVG,2017-08-31,56.36,9.39,,,11.11,,,11.11,,,,11.11,,11.11,,11.11,11.11,72.73,,,,,72.73,-12.31,,-100.0,-12.25,9.82,,,-12.19,-9.65,-0.28,,,,,,,,,,-71.47,,,-12.19,-122.7,,,,,,,-122.7
2270,NVG,2018-09-30,60.34,11.55,,,3.11,-100.0,,-41.67,,,,-41.67,,-41.67,,-41.67,-41.67,85.71,,,,,85.71,-9.67,,-100.0,-9.63,7.61,,,-9.58,-6.43,3.88,,,,,,,,,,-74.79,,,-9.58,64.11,,,,,,,64.11
2271,NVG,2019-09-27,46.27,-21.17,,,50.32,,,50.32,,,,50.32,,50.32,,50.32,50.32,5583.33,,,,,5583.33,-7.81,,-100.0,-7.72,9.24,,,-3.26,-4.38,-88.53,,,,,,,,,,22.19,,,-3.26,42.86,,,,,,,42.86
2272,NVG,2021-09-30,147.67,14349.49,,,-25254.46,,,-25265.18,,,,-25265.18,,-25265.18,,-25265.18,-25265.18,63.16,,,,,42.11,201.61,,,201.55,73.92,,,201.24,203.32,-63.46,,,,,,,,,,47.37,,,201.24,3758.9,0.0,,,,,,3728.83
2273,NVG,2022-09-30,280.65,-24.64,,,176.47,,,84.49,,,,84.49,,84.49,,84.49,84.49,84.62,,,,,61.54,206.98,,,195.89,90.37,,,206.75,210.27,-65.76,,,,,,,,,,-62.92,,,206.75,-8368.79,100.0,,,,,,581.5
2274,NVG,2023-09-29,345.92,61.14,,,301.3,,,3849.35,,,,3849.35,,3849.35,,3849.35,3849.35,-92.08,,,,,-92.96,291.52,,,159.21,-0.69,,,273.17,293.81,267.91,,682.82,,,,,,,,-93.42,,,273.17,-8176.85,0.0,,,,,,-5816.67
2275,NVG,2005-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,NVG,2006-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,NVG,2007-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,NVG,2008-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,NVG,2009-11-07,-95.63,-84.14,,,73.26,-88.36,,-90.24,,,,-90.24,,-90.24,,-90.24,-90.24,-59.52,,,,,-59.52,-80.36,,-99.99,-77.4,4595.12,,,-80.34,-80.4,-25.02,-40.33,-80.16,,,,,,,,-79.31,,,-80.34,-100.45,,,,20.3,,,-21.56
2280,NVG,2010-11-02,-92.3,-86.93,,,84.3,1295.6,,1588.08,,,,1588.08,,1588.08,,1588.08,1588.08,-78.43,,,,,-78.43,-62.62,,-68.43,-61.67,1606.47,,,-62.64,-63.07,-25.02,-40.33,-85.92,,,,,,,,-40.69,,,-62.64,81.92,,,,100.0,,,121.38
2281,NVG,2011-11-14,137.79,-99.32,,,104.89,-93.4,,-89.39,,,,-89.39,,-89.39,,-89.39,-89.39,-73.08,,,,,-73.08,-86.95,,-99.99,-79.2,334.08,,,-86.94,-87.67,0.0,,313.78,,,,,,,,-44.31,,,-86.94,55.66,,,,18950.0,,,99.85
2282,NVG,2012-11-14,-130.27,-124.85,,,122.89,-174.62,,-180.21,,,,-180.21,,-180.21,,-180.21,-180.21,,,,,,,-89.89,,100.0,-89.89,-91.12,,,-89.89,-90.21,586.42,-100.0,-100.0,,,,,,,,-66.82,,,-89.89,-127.31,,,,,,,-22.85
2283,NVG,2013-11-14,-3.51,-57.41,,,65.76,-100.0,,-111.62,,,,-111.62,,-111.62,,-111.62,-111.62,-35.29,,,,,-35.29,-33.56,,400.0,-33.6,235.38,,,-33.56,-32.3,598.23,-100.0,-100.0,,,,,,,,-53.75,,,-33.56,648.09,,,,100.0,,,101.07
2284,NVG,2014-11-14,13.73,-4.56,,,8.96,-99.38,,-101.37,,,,-101.37,,-101.37,,-101.37,-101.37,-36.36,,,,,-36.36,-65.13,,-99.89,-60.43,-13.18,,,-65.12,-65.68,570.28,-100.0,-100.0,,,,,,,,-47.0,,,-65.12,-108.82,,,,,,,-108.82
2285,NVG,2015-11-12,-40.71,1750.0,,,-253.47,-100.0,,-124.68,,,,-124.68,,-124.68,,-124.68,-124.68,-14.29,,,,,-14.29,-12.59,,250.0,-12.66,13.99,,,-12.59,-9.79,563.0,-100.0,-100.0,,,,,,,,-48.76,,,-12.59,-101.56,,,,-100.0,,,-101.22
2286,NVG,2016-11-14,147.02,150.86,,,-152.69,98.97,,97.31,,,,97.31,,97.31,,97.31,97.31,,,,,,,-9.23,,-100.0,-9.2,17.23,,,-9.23,-6.36,-88.92,,,,,,,,,,-70.31,,,-9.23,106.09,,,,-100.0,,,-97.84
2287,NVG,2017-11-10,56.36,9.39,,,11.11,,,11.11,,,,11.11,,11.11,,11.11,11.11,72.73,,,,,72.73,-12.31,,-100.0,-12.25,9.82,,,-12.19,-9.65,-0.28,,,,,,,,,,-71.47,,,-12.19,-122.7,,,,,,,-122.7
2288,NVG,2018-11-14,60.34,11.55,,,3.11,-100.0,,-41.67,,,,-41.67,,-41.67,,-41.67,-41.67,85.71,,,,,85.71,-9.67,,-100.0,-9.63,7.61,,,-9.58,-6.43,3.88,,,,,,,,,,-74.79,,,-9.58,64.11,,,,,,,64.11
2289,NVG,2019-11-13,46.27,-21.17,,,50.32,,,50.32,,,,50.32,,50.32,,50.32,50.32,5583.33,,,,,5583.33,-7.81,,-100.0,-7.72,9.24,,,-3.26,-4.38,-88.53,,,,,,,,,,22.19,,,-3.26,42.86,,,,,,,42.86
2290,NVG,2020-11-27,7.59,-56.98,,,84.41,102.46,,91.56,,,,91.56,,91.56,,91.56,91.56,,,,,,,-11.41,,,-11.42,-11.42,,,-4.12,-5.64,0.0,,-10.31,,,,,,,,3.77,,,-4.12,-137.56,,,,,,,-218.78
2291,NVG,2021-11-29,147.67,14349.49,,,-25254.46,,,-25265.18,,,,-25265.18,,-25265.18,,-25265.18,-25265.18,63.16,,,,,42.11,201.61,,,201.55,73.92,,,201.24,203.32,-63.46,,,,,,,,,,47.37,,,201.24,3758.9,0.0,,,,,,3728.83
2292,NVG,2022-11-29,280.65,-24.64,,,176.47,,,84.49,,,,84.49,,84.49,,84.49,84.49,84.62,,,,,61.54,206.98,,,195.89,90.37,,,206.75,210.27,-65.76,,,,,,,,,,-62.92,,,206.75,-8368.79,100.0,,,,,,581.5
2293,NVG,2023-11-29,345.92,61.14,,,301.3,,,3849.35,,,,3849.35,,3849.35,,3849.35,3849.35,-92.08,,,,,-92.96,291.52,,,159.21,-0.69,,,273.17,293.81,267.91,,682.82,,,,,,,,-93.42,,,273.17,-8176.85,0.0,,,,,,-5816.67
2294,NVG,2006-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,NVG,2007-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,NVG,2008-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,NVG,2009-02-16,-95.63,-84.14,,,73.26,-88.36,,-90.24,,,,-90.24,,-90.24,,-90.24,-90.24,-59.52,,,,,-59.52,-80.36,,-99.99,-77.4,4595.12,,,-80.34,-80.4,-25.02,-40.33,-80.16,,,,,,,,-79.31,,,-80.34,-100.45,,,,20.3,,,-21.56
2298,NVG,2010-03-22,-92.3,-86.93,,,84.3,1295.6,,1588.08,,,,1588.08,,1588.08,,1588.08,1588.08,-78.43,,,,,-78.43,-62.62,,-68.43,-61.67,1606.47,,,-62.64,-63.07,-25.02,-40.33,-85.92,,,,,,,,-40.69,,,-62.64,81.92,,,,100.0,,,121.38
2299,NVG,2011-02-10,137.79,-99.32,,,104.89,-93.4,,-89.39,,,,-89.39,,-89.39,,-89.39,-89.39,-73.08,,,,,-73.08,-86.95,,-99.99,-79.2,334.08,,,-86.94,-87.67,0.0,,313.78,,,,,,,,-44.31,,,-86.94,55.66,,,,18950.0,,,99.85
2300,NVG,2012-03-20,-130.27,-124.85,,,122.89,-174.62,,-180.21,,,,-180.21,,-180.21,,-180.21,-180.21,,,,,,,-89.89,,100.0,-89.89,-91.12,,,-89.89,-90.21,586.42,-100.0,-100.0,,,,,,,,-66.82,,,-89.89,-127.31,,,,,,,-22.85
2301,NVG,2013-03-21,-3.51,-57.41,,,65.76,-100.0,,-111.62,,,,-111.62,,-111.62,,-111.62,-111.62,-35.29,,,,,-35.29,-33.56,,400.0,-33.6,235.38,,,-33.56,-32.3,598.23,-100.0,-100.0,,,,,,,,-53.75,,,-33.56,648.09,,,,100.0,,,101.07
2302,NVG,2014-03-21,13.73,-4.56,,,8.96,-99.38,,-101.37,,,,-101.37,,-101.37,,-101.37,-101.37,-36.36,,,,,-36.36,-65.13,,-99.89,-60.43,-13.18,,,-65.12,-65.68,570.28,-100.0,-100.0,,,,,,,,-47.0,,,-65.12,-108.82,,,,,,,-108.82
2303,NVG,2015-03-20,-40.71,1750.0,,,-253.47,-100.0,,-124.68,,,,-124.68,,-124.68,,-124.68,-124.68,-14.29,,,,,-14.29,-12.59,,250.0,-12.66,13.99,,,-12.59,-9.79,563.0,-100.0,-100.0,,,,,,,,-48.76,,,-12.59,-101.56,,,,-100.0,,,-101.22
2304,NVG,2016-03-18,147.02,150.86,,,-152.69,98.97,,97.31,,,,97.31,,97.31,,97.31,97.31,,,,,,,-9.23,,-100.0,-9.2,17.23,,,-9.23,-6.36,-88.92,,,,,,,,,,-70.31,,,-9.23,106.09,,,,-100.0,,,-97.84
2305,NVG,2017-03-24,56.36,9.39,,,11.11,,,11.11,,,,11.11,,11.11,,11.11,11.11,72.73,,,,,72.73,-12.31,,-100.0,-12.25,9.82,,,-12.19,-9.65,-0.28,,,,,,,,,,-71.47,,,-12.19,-122.7,,,,,,,-122.7
2306,NVG,2018-03-23,60.34,11.55,,,3.11,-100.0,,-41.67,,,,-41.67,,-41.67,,-41.67,-41.67,85.71,,,,,85.71,-9.67,,-100.0,-9.63,7.61,,,-9.58,-6.43,3.88,,,,,,,,,,-74.79,,,-9.58,64.11,,,,,,,64.11
2307,NVG,2022-02-03,280.65,-24.64,,,176.47,,,84.49,,,,84.49,,84.49,,84.49,84.49,84.62,,,,,61.54,206.98,,,195.89,90.37,,,206.75,210.27,-65.76,,,,,,,,,,-62.92,,,206.75,-8368.79,100.0,,,,,,581.5
2308,BCS,2022-05-26,161.27,76.54,,,207.04,71.5,380.0,183.52,466.67,,,189.8,,189.8,,237.49,237.49,,,,,,,,,,,,,,,89.65,,,,,,,,,,,,,,89.65,,,,,,,,
2309,BCS,2023-05-30,21.38,12.01,,,25.39,156.1,46.15,37.51,-160.61,-100.0,,30.73,,30.73,,12.08,12.08,,,,,,,,,,,,,,,104.39,,,,,,,,,,,,,,116.11,33.46,100.0,,,100.0,,-100.0,175.75
2310,BCS,2022-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,BCS,2023-11-28,161.27,76.54,,,207.04,71.5,380.0,183.52,466.67,,,189.8,,189.8,,237.49,237.49,,,,,,,,,,,,,,,89.65,,,,,,,,,,,,,,89.65,,,,,,,,
2312,B24,2021-05-24,21.9,161.43,27.29,100.8,-159.55,-100.0,742.86,-173.3,-100.0,92.31,,-181.16,,-181.16,,-188.58,-188.58,25.93,18.38,493.33,,-100.0,2.04,243.3,,12.79,1212.76,1212.76,61.26,,149.76,179.28,9.25,,0.0,,,245.13,-96.67,,,,141.91,381.43,-10.73,149.76,-40.66,116.13,-9.95,9.41,31175.0,,,21818.18
