Date,Open,High,Low,Close,Volume
2004-01-09,0.943916,1.00152,0.939371,0.979281,13199821.050928
2004-01-12,0.974987,0.974987,0.917133,0.943916,1041146.2283338
2004-01-13,0.939371,0.961523,0.921686,0.957057,1658814.3357775
2004-01-14,0.939371,0.943916,0.930613,0.930613,151726.12852844
2004-01-15,0.921686,0.934907,0.921686,0.934907,217552.85293003
2004-01-16,0.934907,0.934907,0.903911,0.908464,316995.38651703
2004-01-19,0.908464,0.908464,0.872762,0.872762,547483.91260012
2004-01-20,0.87739,0.895072,0.87739,0.87739,276290.97365244
2004-01-21,0.87739,0.899616,0.87739,0.895072,516376.58334421
2004-01-22,0.88615,0.903911,0.88615,0.903911,98646.305997215
2004-01-23,0.908464,0.952755,0.903911,0.921686,339294.59932006
2004-01-26,0.939371,0.939371,0.930613,0.934907,100225.45038119
2004-01-27,0.948209,0.952755,0.912758,0.912758,662311.30572572
2004-01-28,0.917133,0.917133,0.895072,0.899616,73615.959956901
2004-01-29,0.88615,0.895072,0.88615,0.890529,260579.39458609
2004-01-30,0.88615,0.899616,0.88615,0.899616,268643.31655914
2004-02-02,0.903911,0.908464,0.899616,0.908464,145934.72238151
2004-02-03,0.908464,0.917133,0.899616,0.899616,94523.589586321
2004-02-04,0.899616,0.912758,0.895072,0.912758,118075.22724563
2004-02-05,0.921686,0.921686,0.88615,0.895072,171708.05282932
2004-02-06,0.88615,0.899616,0.88615,0.88615,72270.359531625
2004-02-09,0.917133,0.917133,0.899616,0.912758,174907.48405633
2004-02-10,0.912758,0.921686,0.912758,0.921686,198179.59500858
2004-02-11,0.908464,0.921686,0.908464,0.917133,147971.27410431
2004-02-12,0.921686,0.921686,0.912758,0.917133,20905.209484769
2004-02-13,0.917133,0.930613,0.908464,0.912758,136473.16687322
2004-02-16,0.899616,0.912758,0.899616,0.912758,11127.825099672
2004-02-17,0.917133,0.939371,0.917133,0.939371,143986.50593845
2004-02-18,0.939371,0.952755,0.939371,0.952755,244535.0456304
2004-02-19,0.939371,0.948209,0.930613,0.939371,174212.90254183
2004-02-20,0.921686,0.961523,0.921686,0.961523,161787.87990988
2004-02-23,0.948209,0.974987,0.948209,0.961523,110148.04344528
2004-02-24,0.965979,0.974987,0.952755,0.970445,465011.43329736
2004-02-25,0.970445,1.01028,0.970445,1.01028,225204.1402403
2004-02-26,1.00581,1.09886,1.00581,1.08564,709548.8990724
2004-02-27,1.09448,1.09448,1.05027,1.09448,486798.78550697
2004-03-01,1.11208,1.12109,1.04573,1.10779,605476.62877038
2004-03-02,1.10779,1.10779,1.08564,1.10324,520085.45501999
2004-03-03,1.09448,1.09886,1.08564,1.08564,119788.68965766
2004-03-04,1.0768,1.0768,1.05903,1.06787,228311.60597062
2004-03-05,1.05457,1.06787,1.05457,1.06357,325522.76619052
2004-03-08,1.06357,1.07233,1.02349,1.07233,516330.60059587
2004-03-09,1.05457,1.06357,1.04573,1.04573,33930.427989867
2004-03-10,1.02349,1.04573,1.02349,1.0368,204900.336701
2004-03-11,1.03233,1.03233,1.03233,1.03233,167302.17949441
2004-03-12,1.0192,1.04573,1.0192,1.04573,42415.455131983
2004-03-15,1.04573,1.04573,0.965979,1.00581,100644.13540561
2004-03-16,0.979281,1.02796,0.979281,1.02349,19192.957145053
2004-03-17,1.02796,1.04573,1.02796,1.04573,77927.447650478
2004-03-18,1.05457,1.05457,1.03233,1.03233,17060.809708599
2004-03-19,1.03233,1.03233,1.00152,1.01466,62905.609809316
2004-03-22,1.02349,1.02796,1.01466,1.01466,64436.351300299
2004-03-23,1.01028,1.01466,1.01028,1.01466,138610.15459898
2004-03-24,1.01466,1.01466,0.988204,1.00152,24846.415046931
2004-03-25,0.988204,1.02349,0.988204,1.02349,25032.766184963
2004-03-26,1.03233,1.03233,0.992497,1.03233,28459.691009048
2004-03-29,1.03233,1.03233,1.00152,1.02349,110703.4666424
2004-03-30,1.00152,1.02349,1.00152,1.01466,40841.151037303
2004-03-31,1.01466,1.01466,0.992497,1.00152,73430.818891194
2004-04-01,1.00152,1.01028,1.00152,1.01028,11729.231045142
2004-04-02,1.01466,1.02349,1.01466,1.02349,28973.971747124
2004-04-05,1.00581,1.01466,1.00152,1.00152,93225.181981716
2004-04-06,1.00581,1.0192,1.00581,1.0192,71668.953586156
2004-04-07,1.00152,1.01466,1.00152,1.01466,2042.6020844114
2004-04-08,1.0192,1.0192,1.00152,1.01466,146071.46055423
2004-04-13,1.03233,1.03233,1.00152,1.01466,135920.16382074
2004-04-14,1.02349,1.02796,1.02349,1.02796,7462.5160275858
2004-04-15,1.02796,1.02796,1.00152,1.02796,24620.131522176
2004-04-16,1.02349,1.02796,1.01466,1.0192,44874.322096156
2004-04-19,1.02349,1.02349,1.00152,1.02349,53727.211225038
2004-04-20,1.02349,1.02349,1.00152,1.0192,65642.793408212
2004-04-21,0.988204,1.01466,0.988204,1.01028,225250.12298864
2004-04-22,0.99705,1.02349,0.99705,1.01466,272952.38410807
2004-04-23,1.02349,1.04142,1.02349,1.02349,78712.78458933
2004-04-26,1.02796,1.04142,1.01028,1.04142,38012.001941715
2004-04-27,1.04142,1.0768,1.04142,1.07233,109683.37567252
2004-04-28,1.0768,1.08564,1.06357,1.06357,159333.85323501
2004-04-29,1.04573,1.04573,0.992497,1.02349,23919.499646066
2004-04-30,1.02349,1.02349,0.992497,1.00581,145421.65171578
2004-05-04,0.992497,1.02349,0.992497,1.00581,135368.37084061
2004-05-05,1.01466,1.01466,0.99705,1.00152,99066.20109395
2004-05-06,0.988204,1.00152,0.988204,1.00152,180191.8698991
2004-05-07,1.00152,1.00152,0.988204,0.988204,66658.044088794
2004-05-10,0.961523,0.992497,0.961523,0.983738,49369.740783115
2004-05-11,1.00152,1.00152,0.961523,0.983738,126372.69317738
2004-05-12,0.983738,0.983738,0.983738,0.983738,5516.7197291655
2004-05-13,0.983738,1.00152,0.881766,0.970445,181256.733545
2004-05-14,0.970445,0.992497,0.970445,0.983738,12144.285852578
2004-05-17,0.983738,0.983738,0.983738,0.983738,113950.09069007
2004-05-18,0.983738,1.00152,0.983738,1.00152,23131.742562563
2004-05-19,0.99705,0.99705,0.99705,0.99705,10519.158720254
2004-05-20,0.983738,0.983738,0.983738,0.983738,28744.058005395
2004-05-21,0.970445,0.970445,0.970445,0.970445,2086.1646881073
2004-05-24,0.979281,0.983738,0.970445,0.983738,560143.68926309
2004-05-25,0.983738,0.99705,0.983738,0.99705,75840.072890047
2004-05-26,1.01466,1.0192,1.00152,1.0192,28089.408877632
2004-05-28,1.01028,1.01028,1.00581,1.01028,34725.445507318
2004-05-31,1.01028,1.01028,1.01028,1.01028,187.56121035768
2004-06-01,1.01028,1.01028,1.01028,1.01028,48350.85988556
2004-06-02,0.992497,1.01466,0.992497,1.01466,24753.239477913
2004-06-04,1.02349,1.03233,0.983738,1.00581,3707.6616034576
2004-06-07,1.02349,1.02796,1.02349,1.02349,97443.494106276
2004-06-08,1.02349,1.02349,1.02349,1.02349,6164.1084229808
2004-06-09,1.02349,1.02349,1.00152,1.02349,148671.90598041
2004-06-11,1.02349,1.02349,1.0192,1.0192,454765.75092253
