Date,Open,High,Low,Close,Volume
2021-05-06,52.4676,56.1411,50.0478,50.9225,21744.114388693
2021-05-07,51.0196,52.4774,49.5619,51.1169,31474.479523305
2021-05-10,52.3705,52.3802,50.9225,51.1169,125670.50579471
2021-05-11,52.3802,52.3802,50.0478,50.0576,934.34555226602
2021-05-12,50.0576,50.5337,50.0478,50.5337,1323.3131940684
2021-05-13,51.5055,51.5055,50.5337,50.5337,292.24023881448
2021-05-14,50.0478,50.5337,49.3676,49.5814,468.20179105842
2021-05-17,49.5814,49.6397,49.4648,49.63,666.80167166122
2021-05-18,49.4259,50.6407,49.2899,49.387,1282.1525970523
2021-05-19,49.7563,50.5337,49.7563,50.5337,122.45277612297
2021-05-20,49.5717,51.214,49.5619,51.214,530.971701508
2021-05-21,51.214,52.4774,51.0196,52.4774,343.69098508464
2021-05-24,52.4774,53.0605,50.5337,52.4774,555.66805971768
2021-05-25,49.7466,51.3112,49.7466,50.2228,1219.3826866027
2021-05-26,51.214,51.214,49.6786,50.524,1261.5722985442
2021-05-27,50.524,50.5337,50.0478,50.0478,1597.0311642256
2021-05-28,50.4948,50.524,49.7174,49.7174,405.43188060883
2021-05-31,49.7174,50.3783,48.5901,50.3783,338.54591045762
2021-06-01,50.524,50.524,49.4648,50.5143,456.88262687898
2021-06-02,50.5143,50.5143,50.5143,50.5143,12.348179104837
2021-06-04,50.2422,50.5337,49.7563,50.5337,550.52298509066
2021-06-07,50.5337,50.5337,49.5717,50.1451,768.67414927612
2021-06-08,50.5337,50.5337,50.4366,50.4366,356.03916418948
2021-06-09,52.0887,52.0887,50.5337,50.5337,78.205134330636
2021-06-10,50.5337,51.3112,50.4366,50.5337,2777.311283663
2021-06-11,52.1858,52.1858,52.0887,52.0887,89.524298510071
2021-06-14,52.2345,52.2345,51.0196,51.5055,1139.1195224212
2021-06-15,52.2345,52.2345,51.5153,51.5153,384.85158210076
2021-06-16,51.5055,51.6999,51.0196,51.0683,358.09719404028
2021-06-17,52.2345,52.2345,51.0196,51.9915,391.02567165318
2021-06-18,51.9915,51.9915,51.5055,51.5055,257.25373135078
2021-06-21,50.5337,50.7281,50.3394,50.3394,763.52907464911
2021-06-22,50.5337,50.5532,50.5337,50.5337,123.48179104837
2021-06-23,50.631,52.0012,49.8729,52.0012,1076.3496119717
2021-06-24,51.972,51.972,50.5337,51.0196,11840.874746614
2021-06-25,51.0196,51.5055,50.4366,51.3695,2052.8847761792
2021-06-28,50.7378,50.7476,50.5337,50.5337,889.06889554829
2021-06-29,50.3783,50.7281,49.6106,49.6106,4470.0408359511
2021-06-30,50.5337,50.5337,49.6106,50.2422,1242.0210149616
2021-07-01,49.7077,51.214,49.7077,51.0196,1932.490029907
2021-07-02,50.5337,51.4084,50.5337,51.4084,2778.3402985884
2021-07-05,51.4084,51.9429,50.7281,51.5055,2682.6419105259
2021-07-06,51.5055,52.3802,51.5055,51.9915,4435.0543284874
2021-07-07,52.3802,53.4394,51.9915,53.1382,16358.250269133
2021-07-08,53.1576,53.1674,52.4774,52.6717,4543.1008956547
2021-07-09,52.9633,53.0508,51.9915,52.5357,4934.1265673079
2021-07-12,52.5357,53.2548,52.526,53.1576,2128.0028657336
2021-07-13,53.1479,53.9837,52.6815,52.6912,36017.58041896
2021-07-14,53.1576,53.3034,49.698,52.4774,4770.5131941688
2021-07-15,52.9633,53.2063,52.3024,52.9827,458.94065672979
2021-07-16,52.8175,52.8175,52.3413,52.7204,707.96226867734
2021-07-19,52.6717,52.6717,51.457,51.5055,4002.8680598181
2021-07-20,51.4084,52.2345,51.4084,51.5055,1198.8023880946
2021-07-21,51.6028,52.1567,51.214,52.1567,1840.9077015462
2021-07-22,52.4288,52.4385,51.214,51.9817,840.70519405434
2021-07-23,51.9817,52.4094,51.214,51.4473,12456.225672005
2021-07-26,51.9235,51.9235,51.214,51.214,418.80907463907
2021-07-27,51.2238,51.3112,51.0391,51.2626,1572.334806016
2021-07-28,51.4861,51.4861,51.0488,51.0488,694.5850746471
2021-07-29,51.3014,51.6902,51.0391,51.214,7891.5154629165
2021-07-30,51.4861,51.5055,51.0196,51.2626,9402.1093734082
2021-08-02,51.4958,51.6028,51.4958,51.6028,361.18423881649
2021-08-03,52.3802,52.526,51.9915,52.1858,5844.8047762897
2021-08-04,52.4774,52.4774,52.1858,52.4774,2522.115582163
2021-08-05,51.6028,52.4774,51.6028,51.9915,2164.0183881227
2021-08-06,52.0692,52.0692,51.4958,52.0692,3240.3680000944
2021-08-09,51.9915,53.8282,51.9915,53.4297,16277.987104952
2021-08-10,53.4492,53.4492,52.2345,53.2548,4758.165015064
2021-08-11,53.4297,53.4297,52.6717,52.9633,675.03379106444
2021-08-12,52.9633,52.9827,51.9915,51.9915,1793.5730149776
2021-08-13,52.4676,52.8856,52.0401,52.4774,462.027701506
2021-08-16,52.8661,53.3131,52.4871,52.5065,1353.1546269051
2021-08-17,52.9633,52.9633,52.0109,52.3316,1076.3496119717
2021-08-18,52.3802,52.3802,51.9915,52.0401,813.95080599386
2021-08-19,52.0887,52.283,51.9915,52.283,2502.5642985804
2021-08-20,52.283,52.283,52.0401,52.0984,513.47844777615
2021-08-23,52.3316,53.6435,51.9915,53.2548,2500.5062687296
2021-08-24,53.352,53.6338,52.7398,53.527,345.74901493544
2021-08-25,53.4394,53.4492,52.7786,53.1576,3761.0495523484
2021-08-26,52.9633,53.2548,52.8175,53.2063,4168.539462808
2021-08-27,53.352,53.352,52.9535,52.9633,3980.2297314592
2021-08-30,53.109,53.109,52.6717,52.9146,2036.4205373728
2021-08-31,52.4871,52.9146,52.4774,52.9146,1259.5142686934
2021-09-01,52.5649,52.8661,51.5055,52.4774,3131.2924180017
2021-09-02,52.8661,52.8661,51.904,52.4676,961.0999403265
2021-09-03,52.4774,52.8953,51.9915,52.6523,2611.6398806731
2021-09-06,52.9146,52.9146,52.0498,52.3802,2544.7539105219
2021-09-07,52.0984,52.3802,51.9138,52.283,6692.7130748218
2021-09-08,52.283,52.3802,51.9235,52.283,607.11880598783
2021-09-09,52.4774,52.4774,51.9915,51.9915,2442.881432907
2021-09-10,51.9235,52.283,51.9235,52.1858,2897.7060299352
2021-09-13,52.4774,52.4774,51.9526,51.9915,1188.5122388406
2021-09-14,52.283,52.283,51.7097,51.7097,1710.22280602
2021-09-15,51.7097,52.4774,51.7097,52.0887,1006.3765970442
2021-09-16,52.283,52.4774,51.7971,52.3802,1051.653253762
2021-09-17,52.4676,52.9633,51.6999,52.4774,5553.5935524006
2021-09-20,52.8564,52.8564,51.4958,51.4958,8898.9210748861
2021-09-21,51.4958,51.9817,51.0196,51.0488,940.51964181844
2021-09-22,51.0488,51.5153,51.0391,51.5055,2112.5676418526
2021-09-23,51.5055,51.5055,51.0391,51.1169,1104.1330149575
2021-09-24,51.0585,51.4084,51.0391,51.4084,3419.4165971145
2021-09-27,51.4181,53.352,51.0196,53.109,5570.057791207
2021-09-28,53.1285,53.1285,51.2529,51.525,140.97504478023
2021-09-29,51.3695,52.905,51.0391,52.905,6176.1475822695
2021-09-30,51.5153,53.0119,51.5153,53.0119,8059.2448957572
2021-10-01,52.215,52.8661,52.215,52.8661,6331.5288360053
2021-10-04,52.8661,52.8661,51.9915,52.4774,1236.8759403345
2021-10-05,52.4774,52.4774,51.6028,51.7291,5923.0099106203
2021-10-06,51.9915,52.9633,51.6028,51.6028,2371.8794030542
2021-10-07,51.6221,51.7777,51.5055,51.6999,745.00680599185
2021-10-08,51.5153,51.7777,51.4084,51.7777,1209.0925373487
2021-10-11,51.7971,52.4676,51.7873,51.7873,215.06411940925
2021-10-12,51.7971,51.9915,51.525,51.5347,1171.0189851087
2021-10-13,52.4579,52.4579,51.5931,51.5931,485.69504479027
2021-10-14,51.9817,52.2732,51.5347,52.0887,443.50543284874
2021-10-15,51.9915,51.9915,51.5444,51.5444,781.02232838096
2021-10-18,51.5347,52.0887,51.5347,51.9915,14046.053731752
2021-10-19,51.9817,52.4774,51.6221,52.4774,2359.5312239493
2021-10-20,52.3802,52.3802,51.6999,51.6999,685.32394031847
2021-10-21,51.9915,52.4774,51.7485,51.9915,1172.0480000341
2021-10-22,52.4774,52.7689,51.5542,52.4774,32561.119284531
2021-10-25,51.525,52.7204,51.525,51.9915,3171.4240000924
2021-10-26,51.9915,52.4774,51.8943,52.4676,656.51152240718
2021-10-27,52.4774,52.4774,51.6416,51.6416,223.29623881247
2021-10-28,52.283,52.283,51.6416,51.6416,140.97504478023
2021-10-29,51.6416,51.6999,51.6221,51.6221,186.25170149796
2021-11-02,51.6999,51.6999,51.5153,51.5347,2231.9333731993
2021-11-03,51.7194,51.7194,51.1654,51.5055,10707.929313745
2021-11-04,51.1266,52.2732,51.0391,52.0109,7452.1260897693
2021-11-05,52.0887,52.283,51.0488,52.1858,1259.5142686934
