Date,Open,High,Low,Close,Volume
2008-05-29,0.08584,0.154456,0.0686163,0.137316,10574510.46536
2008-05-30,0.131557,0.137316,0.102934,0.102934,1402710.3633842
2008-06-02,0.114397,0.114397,0.0915348,0.0972389,473822.33454801
2008-06-03,0.08584,0.102934,0.08584,0.102934,282128.93288178
2008-06-04,0.102934,0.102934,0.0915348,0.0972389,49429.263743591
2008-06-05,0.0915348,0.102934,0.08584,0.0915348,251760.93661144
2008-06-06,0.08584,0.0972389,0.0800709,0.0915348,537228.92820691
2008-06-09,0.08584,0.0915348,0.08584,0.08584,222006.5004529
2008-06-10,0.0915348,0.0915348,0.0800709,0.0800709,82524.911458322
2008-06-11,0.08584,0.08584,0.0743854,0.0800709,194088.43894476
2008-06-12,0.0800709,0.0800709,0.0743854,0.0800709,45511.090398062
2008-06-13,0.0800709,0.08584,0.0800709,0.08584,649.08201300926
2008-06-16,0.08584,0.08584,0.0743854,0.0743854,42296.89654923
2008-06-17,0.0743854,0.0800709,0.0743854,0.0743854,227051.68684589
2008-06-18,0.0743854,0.0743854,0.0686163,0.0686163,91912.381168858
2008-06-19,0.0686163,0.0743854,0.0629308,0.0743854,52793.080146002
2008-06-20,0.0743854,0.0743854,0.0686163,0.0743854,21239.944080761
2008-06-23,0.0743854,0.0743854,0.0743854,0.0743854,86.113699901726
2008-06-24,0.0686163,0.0743854,0.0686163,0.0743854,7649.0493937708
2008-06-25,0.0743854,0.0743854,0.0686163,0.0743854,121145.829443
2008-06-26,0.0743854,0.0743854,0.0629308,0.0686163,163660.16308448
2008-06-27,0.0629308,0.0686163,0.0629308,0.0686163,44972.879773676
2008-06-30,0.0743854,0.0743854,0.0743854,0.0743854,262.64678470026
2008-07-01,0.0629308,0.0743854,0.0629308,0.0743854,21765.237650161
2008-07-02,0.0743854,0.0743854,0.0686163,0.0743854,28040.7735305
2008-07-03,0.0743854,0.0972389,0.0743854,0.0915348,661020.60107938
2008-07-04,0.0915348,0.0915348,0.0743854,0.08584,50344.221805047
2008-07-07,0.0800709,0.0800709,0.0743854,0.0800709,66635.857405204
2008-07-08,0.0800709,0.08584,0.0800709,0.0800709,282391.57966648
2008-07-09,0.0800709,0.0915348,0.0800709,0.0915348,30331.397947886
2008-07-10,0.08584,0.0915348,0.0800709,0.08584,114018.84435488
2008-07-11,0.0800709,0.08584,0.0800709,0.08584,11286.27679337
2008-07-14,0.0800709,0.08584,0.0800709,0.0800709,14299.179868681
2008-07-15,0.0743854,0.0800709,0.0743854,0.0800709,91811.197571474
2008-07-16,0.0743854,0.0800709,0.0743854,0.0800709,59551.929167038
2008-07-17,0.0800709,0.0800709,0.0743854,0.0743854,63244.054050325
2008-07-18,0.0743854,0.0800709,0.0743854,0.0743854,35150.535878636
2008-07-21,0.0743854,0.0743854,0.0743854,0.0743854,175.45666354977
2008-07-22,0.0743854,0.0800709,0.0743854,0.0800709,56714.482755277
2008-07-23,0.0800709,0.0800709,0.0800709,0.0800709,1921.4119290573
2008-07-24,0.0800709,0.08584,0.0743854,0.08584,10365.93662567
2008-07-25,0.08584,0.08584,0.0800709,0.0800709,11738.373717854
2008-07-28,0.0800709,0.0800709,0.0800709,0.0800709,10814.804286408
2008-07-29,0.0800709,0.0800709,0.0800709,0.0800709,3460.6943148006
2008-07-30,0.0800709,0.0800709,0.0800709,0.0800709,11758.82572158
2008-07-31,0.0800709,0.0800709,0.0800709,0.0800709,36361.509783504
2008-08-01,0.0800709,0.0800709,0.0800709,0.0800709,175.45666354977
2008-08-04,0.0800709,0.0800709,0.0800709,0.0800709,8952.5955260332
2008-08-05,0.0800709,0.08584,0.0800709,0.0800709,63980.326184485
2008-08-06,0.0800709,0.0800709,0.0800709,0.0800709,95156.714812656
2008-08-07,0.0800709,0.08584,0.0800709,0.0800709,107356.87324623
2008-08-08,0.0800709,0.0800709,0.0800709,0.0800709,77752.059641268
2008-08-11,0.0800709,0.08584,0.0800709,0.0800709,63587.432428683
2008-08-12,0.0800709,0.0800709,0.0800709,0.0800709,24323.890958491
2008-08-13,0.08584,0.08584,0.0800709,0.0800709,5244.3243240151
2008-08-14,0.0800709,0.0800709,0.0800709,0.0800709,175.45666354977
2008-08-18,0.0800709,0.0800709,0.0800709,0.0800709,179490.01396891
2008-08-19,0.0800709,0.0800709,0.0800709,0.0800709,141509.56662726
2008-08-20,0.0800709,0.0800709,0.0800709,0.0800709,2517.7493008767
2008-08-21,0.0800709,0.0800709,0.0800709,0.0800709,89327.893750558
2008-08-22,0.0800709,0.08584,0.0800709,0.08584,1921.4119290573
2008-08-25,0.08584,0.08584,0.0800709,0.0800709,17655.461322351
2008-08-26,0.0800709,0.0800709,0.0800709,0.0800709,62214.9953365
2008-08-27,0.0800709,0.0800709,0.0800709,0.0800709,10664.10531158
2008-08-28,0.0800709,0.0800709,0.0800709,0.0800709,35137.618823651
2008-08-29,0.0800709,0.0800709,0.0800709,0.0800709,18484.305683905
